漢字,解説・構成
莟,くさかんむりに含
櫟,木（きへん）に樂
藝,くさかんむりに㙯
藝,くさかんむりに埶に云
仙,にんべんに山
欄,きへんに闌
穢,禾（のぎへん）に歳
陝,こざとへんに㚒
働,にんべんに動
咫,尺に只
繆,糸（いとへん）に翏
繆,糸（いとへん）に羽に㐱
瑝,王（おうへん）に皇
瑝,王（おうへん）に白に王
髹,髟（かみがしら・かみかんむり）に休
慵,りっしんべんに庸
哮,口（くちへん）に孝
湫,さんずいに秋
湫,さんずいに禾に火
捶,てへんに垂
釟,金（かねへん）に八
瞤,目（めへん）に閏
霞,雨（あめかんむり）に叚
墻,土（つちへん・どへん）に嗇
鱸,魚（うおへん・さかなへん）に盧
巑,山（やまへん）に贊
碭,石（いしへん）に易
碭,石（いしへん）に日に勿
觶,角（つのへん）に單
泔,氵（さんずい）に甘
紹,糸（いとへん）に召
祹,しめすへんに匋
𤘩,牛（うし）に双
砧,石（いしへん）に占
醸,酉（とりへん）に㐮
醸,「かもす」は高校で習う読み方です。
靛,靑（あお）に定
碩,石（いしへん）に頁
阼,こざと・こざとへんに乍
妙,おんなへんに少
仆,にんべんに卜
腿,月（にくづき）に
輸,くるまへんに俞
毦,毛（け）に耳
抻,てへんに申
蟣,虫（むしへん）に幾
鷆,鳥（とり）に眞
玟,王（たまへん・おうへん）に文
圈,くにがまえに卷
紅,糸（いとへん）に工
紅,「ク」「くれない」は中学校で習う読み方です。
覿,見（みる）に𧶠
𣟿,木（きへん）に薬
逗,しんにょう・しんにゅうに豆
咡,口（くちへん）に耳
裑,衤（ころもへん）に身
譏,ごんべんに幾
黧,黑（くろ）に𥝢
蔵,「くら」は中学校で習う読み方です。
姜,女（おんな）に羊
邀,しんにょう・しんにゅうに敫
崫,山（やま）に屈
捉,てへんに足
豏,豆（まめ・まめへん）に
棧,きへんに戔
杉,きへんに彡
祘,しめすへんに示
抄,てへんに少
牲,うしへんに生
叫,くちへんに丩
浣,さんずいに完
厚,がんだれに㫗
厚,「コウ」は中学校で習う読み方です。
齦,齒（はへん）に艮
卆,十（じゅう）に九
圦,土（つちへん・どへん）に入
籙,竹（たけかんむり）に錄
籙,竹（たけかんむり）に金に彔
騅,馬（うまへん）に隹
徂,彳（ぎょうにんべん）に且
暵,日（ひへん・にちへん）に匿
觽,角（つのへん）に嶲
絽,糸（いとへん）に呂
泰,したみずに𡗗
喉,くちへんに侯
艦,ふねへんに監
碁,石（いし）に其
僧,にんべんに曾
加,力（ちから）に口
檻,木（きへん）に監
燗,火（ひへん）に閒
墉,土（つちへん）に庸
孤,こへん・こどもへんに瓜
禮,しめすへんに豊
訐,ごんべんに干
浘,氵（さんずい）に尾
様,きへんに𣴎
様,きへんに𦍌に水
龕,龍（りゅう）に合
驍,馬（うまへん）に堯
捻,てへんに念
鉋,金（かねへん）に
洽,さんずいに合
戒,戈（ほこ・ほこづくり・ほこがまえ）に廾
繽,糸（いとへん）に賓
敞,攵（のぶん・ぼくづくり）に尙
𡉕,土（つちへん）に丸
殃,歹（かばねへん・いちたへん・がつへん）に央
芮,艹（くさかんむり）に內
灸,火（ひ）に久
禱,示に壽
榊,木（きへん）に神
榊,木（きへん）に示に申
啾,口（くちへん）に秋
啾,口（くちへん）に禾に火
潑,さんずいに發
鰪,魚（うおへん）に盍
鰪,魚（うおへん）に去に皿
瑕,王（おうへん・たまへん）に叚
从,人（ひと）に人
剃,りっとうに弟
栳,木（きへん）に老
紞,糸（いとへん）に冘
扡,扌（てへん）に也。
盛,皿（さら）に成
盛,「セイ」「さかる」「さかん」は中学校で習う読み方、「ジョウ」は高校で習う読み方です。
釥,金（かねへん）に小
蘗,くさかんむりに檗
蘗,くさかんむりに辟に木
到,りっとうに至
鞘,革（かわへん）に
惋,忄（りっしんべん）に宛
錆,金（かねへん）に靑
塉,土（つちへん）に脊
諴,言（ごんべん）に咸
肥,にくづきに巴
𣜌,木（きへん）に鼠
亝,二（に）に厽
顔,頁（おおがい・いちのかい）に彦
囍,喜に喜
岼,山（やまへん）に
褄,ころもへんに妻
忝,したごころに夭
柮,木（きへん）に出
勘,力（ちから）に甚
盪,皿（さら）に湯
蒗,艹（くさかんむり）に浪
咈,口（くちへん）に弗
抗,てへんに亢
滞,さんずいに帯
螂,虫（むしへん）に郞
仭,にんべんに刄
鑫,金（かね）に金に金
警,言（げん・ことば）に敬
恂,りっしんべんに旬
梓,木（きへん）に辛
鑚,金（かねへん）に賛
粔,米（こめへん）に巨
砺,石（いしへん）に厉
煩,火（ひへん）に頁
煩,「ボン」は高校で習う読み方です。
阬,こざと・こざとへんに亢
微,ぎょうにんべんに𣁋
鰥,魚（うおへん・さかなへん）に
𥽜,米（こめへん）に慮
焜,火（ひへん）に昆
瀀,氵（さんずい）に憂
酖,酉（とりへん）に冘
晃,日（ひ・にち）に光
夥,夕（た・ゆう・ゆうべ）に果
瑫,王（たまへん・おうへん）に舀
瑫,王（たまへん・おうへん）に爫に臼
衒,行（ぎょうがまえ・ゆきがまえ）に玄
衒,彳に玄に亍
瞳,めへんに童
佸,亻（にんべん）に舌
漉,さんずいに鹿
娃,女（おんなへん）に圭
腰,にくづきに要
腰,「ヨウ」は高校で習う読み方です。
覺,見（みる）に𦥯
臠,肉（にく）に䜌
蒲,くさかんむりに浦
礫,石（いしへん）に樂
磈,石（いしへん）に鬼
耤,耒（すきへん・らいすき）に昔
箑,竹（たけかんむり）に疌
圡,土（つち）に丶
愰,忄（りっしんべん）に晃
愰,忄（りっしんべん）に日に光
撓,てへんに堯
他,にんべんに也
廊,まだれに郞
皎,白（しろ・しろへん）に交
銉,金（かねへん）に聿
肺,にくづきに市
搶,てへんに倉
毖,比（ならびひ・くらべる）に必
箟,竹（たけかんむり）に昆
笮,竹（たけかんむり）に乍
熯,火（ひへん）に𦰩
玢,王（たまへん・おうへん）に分
惜,りっしんべんに昔
瓢,瓜（うり）に票
繋,糸（いと）に軗
蔀,くさかんむりに部
凅,冫（にすい）に固
優,にんべんに憂
優,「やさしい」「すぐれる」は中学校で習う読み方です。
審,うかんむりに番
胖,月（にくづき）に
墐,土（つちへん）に堇
噫,口（くちへん）に意
厦,厂（がんだれ）に夏
羇,あみめ・あみがしら・よんがしらに䩭
羇,あみめ・あみがしら・よんがしらに革に奇
嵩,山（やま・やまかんむり）に高
瀺,氵（さんずい）に毚
瀺,氵（さんずい）に㲋に兔
纜,糸（いとへん）に覽
媼,女（おんなへん）に𥁕
媼,女（おんなへん）に囚に皿
慼,心（こころ）に戚
嬾,女（おんなへん）に賴
毚,㲋に兔
浮,さんずいに
蟪,虫（むしへん）に惠
董,くさかんむりに重
饂,しょくへんに𥁕
饂,しょくへんに囚に皿
蕃,くさかんむりに番
幉,巾（はばへん）に枼
幉,巾（はばへん）に世に木
羯,羊（ひつじへん）に曷
庄,广（まだれ）に土
煌,火（ひへん）に皇
熱,れっか・れんがに埶
衯,衤（ころもへん）に分
湘,さんずいに相
扎,てへんに乚
鞐,革（かわへん）に𠧗
鞐,革（かわへん）に上に下
濊,氵（さんずい）に歳
慠,忄（りっしんべん）に敖
崤,山（やまへん）に肴
崤,山（やまへん）に㐅に有
顚,頁（おおがい・いちのかい）に眞
扞,てへんに干
描,てへんに苗
镹,長（ながい）に久
右,口（くち）に𠂇
右,書き順の1画目は左はらいからです。「右」は書き順を間違えやすい漢字の一つです。→「右」の書き順（筆順）
鰕,魚（うおへん・さかなへん）に暇
圏,くにがまえに巻
峙,山（やまへん）に寺
損,てへんに員
損,「そこなう」「そこねる」は中学校で習う読み方です。
朗,月（つき）に良
澑,さんずいに畱
烽,火（ひへん）に夆
儡,にんべんに畾
得,ぎょうにんべんに㝵
得,「うる」は中学校で習う読み方です。
屠,尸（しかばね・かばね・しかばねかんむり・かばねだれ）に者
棖,木（きへん）に長
痒,疒（やまいだれ）に羊
責,貝（かい・こがい）に龶
躶,身（み・みへん）に果
渴,さんずいに曷
挃,扌（てへん）に至
鱣,魚（うおへん）に亶
稗,禾（のぎへん）に卑
裘,衣（ころも）に求
鰚,魚（うおへん）に宣
鋥,金（かねへん）に
鋥,金（かねへん）に口に𡈼
粫,米（こめへん）に而
圊,囗（くにがまえ）に靑
准,にすいに隹
屐,尸（しかばね・かばね・しかばねかんむり・かばねだれ）に彳に支
私,禾（のぎへん）に厶
崐,山（やまへん）に昆
焰,火（ひへん）に臽
江,さんずいに工
轡,車（くるま）に絲に口
𣱿,氵（さんずい）に入
綧,糸（いとへん）に享
惵,忄（りっしんべん）に枼
惵,忄（りっしんべん）に世に木
橸,木（きへん）に晶
葫,くさかんむりに胡
葫,くさかんむりに古に月
撿,扌（てへん）に僉
屶,山（やま・やまかんむり）に刀
迦,しんにょう・しんにゅうに加
牢,牛(うし)に宀
謝,言（ごんべん）に射
謝,「あやまる」は中学校で習う読み方です。
欟,木（きへん）に觀
軅,身（み・みへん）に雁
𦹀,艹（くさかんむり）に細
𦹀,艹（くさかんむり）に糸に田
閧,門（もんがまえ・かどがまえ）に共
嬗,女（おんなへん）に亶
綾,糸（いとへん）に夌
烱,火（ひへん）に冏
籹,米（こめへん）に女
嚲,享に單
諳,ごんべんに音
渚,さんずいに者
絺,糸（いとへん）に希
攀,手（て）に樊
攀,手（て）に棥に大
厓,厂（がんだれ）に圭
厓,厂（がんだれ）に土に土
諦,言（ごんべん）に帝
草,くさかんむりに早
草,1989年に習う学年が変更されました。（[[二年生で習う漢字*https://kanjitisiki.com/syogako/syogaku1/]
睚,目（めへん）に厓
鮴,魚（うおへん・さかなへん）に休
玿,王（おうへん）に召
玿,王（おうへん）に刀に口
𪀚,鳥（とり）に戎
鹸,鹵（ろ・しお）に㑒
迄,しんにょう・しんにゅうに乞
昢,日（ひへん・にちへん）に出
靇,雨（あめかんむり）に龍
訃,言（ごんべん）に卜
兆,「きざす」「きざし」は高校で習う読み方です。
湃,さんずいに拜
蔟,くさかんむりに族
𦫿,くさかんむりに又
菻,くさかんむりに林
尩,尢（まげあし・だいのまげあし・おうにょう）に王
艴,色（いろ）に弗
斯,斤（おのづくり）に其
婷,女（おんなへん）に亭
關,門（もんがまえ・かどがまえ）に𢇇
昱,日（ひ・にち）に立
旻,日（ひ・にち）に文
趕,走（そうにょう）に旱
趕,走（そうにょう）に日に干
幡,巾（はばへん・きんべん）に番
引,弓（ゆみへん）に丨
幃,巾（はばへん・きんべん）に韋
歛,欠（かける・あくび・けんづくり）に僉
抔,てへんに不
縅,糸（いとへん）に威
殘,かばねへん・いちたへん・がつへんに戔
捄,扌（てへん）に求
枴,木（きへん）に𠮠
篩,竹（たけかんむり）に師
腺,にくづきに泉
筑,たけかんむりに工に凡
摘,てへんに啇
晙,日（ひへん・にちへん）に夋
絜,糸（いと）に㓞
絜,糸（いと）に丯に刀
拳,手（て）に龹
髏,骨（ほねへん）に婁
𥱤,竹（たけかんむり）に修
揣,てへんに耑
揣,てへんに山に而
町,田（たへん）に丁
門,「かど」は中学校で習う読み方です。
俗,にんべんに谷
辧,辛に刀に辛
鄆,おおざとに軍
隽,隹（ふるとり）に乃
邰,おおざとに台
邰,おおざとに厶に口
佈,亻（にんべん）に布
孺,子（こへん・こどもへん）に需
娥,女（おんなへん）に我
成,「ジョウ」は高校で習う読み方です。
鴞,鳥（とり・とりへん）に号
鴞,鳥（とり・とりへん）に口に丂
媒,おんなへんに某
䆴,穴（あなかんむり）に亀
穹,あなかんむりに弓
倮,亻（にんべん）に果
池,さんずいに也
篊,竹（たけかんむり）に洪
嗌,口（くちへん）に益
剴,りっとうに豈
癆,疒（やまいだれ）に勞
敬,のぶん・ぼくづくりに苟
廋,广（まだれ）に叟
蕾,くさかんむりに雷
橈,木（きへん）に堯
斟,斗（とます・と）に甚
廃,まだれに発
澠,氵（さんずい）に黽
釧,金（かねへん）に川
餃,しょくへんに交
鄴,おおざとに業
仂,にんべんに力
圕,囗（くにがまえ）に書
斐,文（ぶん）に非
齲,齒（はへん）に禹
𩊠,革（かわへん）に光
臂,辟に月
飢,しょくへんに几
悰,忄（りっしんべん）に宗
瀦,さんずいに豬
楉,木（きへん）に若
昆,日（ひ・にち）に比
蛤,虫（むしへん）に合
紬,糸（いとへん）に由
穇,禾（のぎへん）に參
刺,りっとうに朿
槮,木（きへん）に參
礁,いしへんに焦
朽,きへんに丂
蝥,虫（むし）に敄
蝥,虫（むし）に矛に攵
碻,石（いしへん）に高
博,十（じゅう）に専
博,「バク」は高校で習う読み方です。
鵣,鳥（とり・とりへん）に束
𨨞,かねへんに斧
璘,王（たまへん・おうへん）に粦
璘,王（たまへん・おうへん）に米に舛
䔈,艹（くさかんむり）に貢
滝,さんずいに竜
膈,月（にくづき）に鬲
彭,彡（さんづくり・けかざり）に壴
沽,さんずいに古
嚝,口（くちへん）に廣
篝,竹（たけかんむり）に冓
篝,竹（たけかんむり）に𠀎に冉
墹,土（つちへん・どへん）に間
鑵,かねへんに雚
稿,禾（のぎへん）に高
跣,足（あしへん）に先
譞,言（ごんべん）に睘
櫬,木（きへん）に親
圳,土（つちへん）に川
鮬,魚（うおへん）に夸
鮬,魚（うおへん）に大に亏
吧,口（くちへん）に巴
遊,しんにょう・しんにゅうに斿
遊,「ユ」は高校で習う読み方です。
酈,おおざとに麗
型,土（つち）に刑
痮,疒（やまいだれ）に長
決,さんずいに夬
譽,言（げん・ことば）に與
痠,疒（やまいだれ）に夋
鬟,髟（かみがしら・かみかんむり）に睘
駒,うまへんに句
貸,貝（かい・こがい）に代
貸,「タイ」は中学校で習う読み方です。
粽,米（こめへん）に宗
袋,衣（ころも）に代
袋,「タイ」は高校で習う読み方です。
隈,こざとへんに畏
鷚,鳥（とり）に翏
鏟,金（かねへん）に產
遖,しんにょう・しんにゅうに南
矞,矛（ほこ）に冏
淎,氵（さんずい）に奉
錂,金（かねへん）に夌
鎈,金（かねへん）に差
査,木（き）に且
嚼,口（くちへん）に
賱,貝（かいへん）に軍
棄,木（き）に𠫓に丗
玔,王（おうへん）に川
誓,言（げん・ことば）に折
稽,禾（のぎへん）に尤に旨
噱,口（くちへん）に豦
椊,木（きへん）に卒
滾,さんずいに袞
病,やまいだれに丙
病,「やむ」は中学校で習う読み方、「ヘイ」は高校で習う読み方です。
飂,風（かぜ）に翏
鯨,うおへん・さかなへんに京
岨,山（やまへん）に且
犢,牛（うしへん）に𧶠
踰,足（あしへん）に兪
廟,广（まだれ）に
惆,りっしんべんに周
嘱,くちへんに属
占,卜（と・ぼく・ぼくのと・うらない）に口
郅,おおざとに至
飰,しょくへんに卞
愁,心（こころ）に秋
愁,「うれい」「うれえる」は高校で習う読み方です。
訒,言（ごんべん）に
銹,金（かねへん）に秀
閏,門（もんがまえ・かどがまえ）に王
囷,囗（くにがまえ）に禾
𤰖,田（たへん）に又
腧,月（にくづき）に兪
貂,豸（むじな・むじなへん）に召
穣,禾（のぎへん）に㐮
隠,こざとへんに𢚩
旼,日（ひへん・にちへん）に文
禦,示（しめす）に御
絙,糸（いとへん）に亘
齓,齒（はへん）に乚
蜉,虫（むしへん）に孚
評,言（ごんべん）に平
𥞴,禾（のぎへん）に告
若,くさかんむりに右
若,「ジャク」は中学校で習う読み方、「ニャク」「もしくは」は高校で習う読み方です。
鮾,魚（うおへん）に妥
扑,扌（てへん）に卜
狽,けものへんに貝
鍚,金（かねへん）に易
鍚,金（かねへん）に日に勿
嬢,おんなへんに㐮
涎,さんずいに延
割,りっとうに害
割,「カツ」「さく」は中学校で習う読み方です。
琱,王（おうへん）に周
各,口（くち）に夂
各,「おのおの」は高校で習う読み方です。
昿,日（ひへん・にちへん）に広
址,土（つちへん・どへん）に止
梏,木（きへん）に吿
挊,てへんに𠧗
挊,てへんに上に下
戳,戈（ほこ・ほこづくり・ほこがまえ）に翟
斅,攴（とまた・ぼくにょう・ぼくづくり）に學
躬,み・みへんに弓
鞾,革（かわへん）に華
緦,糸（いとへん）に思
緦,糸（いとへん）に田に心
宦,宀（うかんむり）に臣
籖,竹（たけかんむり）に韯
喰,口（くちへん）に食
寿,寸（すん・すんづくり）に龵
甅,瓦（かわら）に厘
岪,山（やま）に弗
祢,しめすへんに尓
焫,火（ひへん）に芮
凍,にすいに東
遡,しんにょう・しんにゅうに朔
遡,しんにょう・しんにゅうに屰に月
雫,雨（あめかんむり）に下
琢,王（おうへん・たまへん）に豖
螇,虫（むしへん）に奚
綵,糸（いとへん）に
綵,糸（いとへん）に爫に木
夕,「セキ」は中学校で習う読み方です。
鰊,魚（うおへん・さかなへん）に柬
笨,竹（たけかんむり）に本
枝,きへんに支
枝,「シ」は高校で習う読み方です。
𤚥,牟に含
𤚥,牛（うし）に厶に含
駞,馬（うまへん）に㐌
旲,日（ひ・にち）に大
磻,石（いしへん）に番
袈,衣（ころも）に加
窖,穴（あなかんむり）に吿
漘,氵（さんずい）に脣
漘,氵（さんずい）に辰に月
茁,艹（くさかんむり）に出
栩,木（きへん）に羽
陀,こざとへんに它
豬,豕（ぶた・いのこ・いのこへん）に者
蠊,虫（むしへん）に
獎,犬（いぬ）に將
靜,靑に爭
怜,りっしんべんに令
裃,ころもへんに𠧗
裃,ころもへんに上に下
賢,貝（かい・こがい）に臤
蜅,虫（むしへん）に甫
棘,朿に朿
減,さんずいに咸
昫,日（ひへん・にちへん）に句
𥸮,米（こめ）に久
茆,くさかんむりに卯
皙,白（しろ・しろへん）に折
歩,「ブ」は中学校で習う読み方、「フ」は高校で習う読み方です。
汕,さんずいに山
湟,さんずいに皇
幢,巾（はばへん・きんべん）に童
凌,冫（にすい）に夌
堺,土（つちへん・どへん）に界
姧,女（おんな）に女に干
萹,艹（くさかんむり）に扁
清,さんずいに青
清,「ショウ」は高校で習う読み方です。
鶴,とり・とりへんに隺
黯,黑（くろ）に音
黯,黑（くろ）に立に日
灎,氵（さんずい）に𧰟
灎,氵（さんずい）に豊に盍
侾,亻（にんべん）に孝
侾,に耂に子
饟,食（しょく）に襄
魯,魚（うお）に日
軛,車（くるまへん）に厄
鴈,鳥（とり）に厂に亻
鷓,鳥（とり）に庶
団,くにがまえに寸
団,「トン」は高校で習う読み方です。
侶,にんべんに呂
牆,爿（しょうへん）に嗇
櫚,木（きへん）に閭
㳃,さんずいに卆
㳃,さんずいに九に十
郡,おおざとに君
脘,月（にくづき）に完
罨,あみめ・あみがしら・よんがしらに奄
者,おいかんむり・おいがしらに日
珈,王（おうへん・たまへん）に加
蔯,艹（くさかんむり）に陳
艝,舟（ふねへん）に
爴,爪（つめ・のつ）に國
搔,てへんに蚤
搔,てへんに㕚に虫
奛,大（だいかんむり・だいがしら）に日に月
㮇,木（きへん）に忝
蛔,虫（むしへんに回
鉿,金（かねへん）に合
蓆,くさかんむりに席
鷸,鳥（とり）に矞
鷸,鳥（とり）に矛に冏
篅,竹（たけかんむり）に耑
篅,竹（たけかんむり）に山に而
啀,口（くちへん）に厓
闍,門（もんがまえ・かどがまえ）に者
焚,火（ひ）に林
朸,木（きへん）に力
碵,石（いしへん）に貞
擐,扌（てへん）に睘
䚡,角（つのへん）に思
䚡,角（つのへん）に田に心
地,土（つちへん・どへん）に也
婬,女（おんなへん）に㸒
婬,女（おんなへん）に爫に壬
撟,扌（てへん）に喬
撟,扌（てへん）に呑に冋
溶,さんずいに容
𠌫,にんべんに畢
樏,木（きへん）に累
樏,木（きへん）に田に糸
樲,木（きへん）に貳
吨,口（くちへん）に屯
薩,くさかんむりに阝に產
迯,しんにょう・しんにゅうに外
螺,虫（むしへん）に累
標,きへんに票
鞨,革（かわへん）に曷
游,さんずいに斿
篰,竹（たけかんむり）に部
鐻,金（かねへん）に豦
攩,扌（てへん）に黨
暸,日（ひへん・にちへん）に尞
夙,几に歹
珍,おうへん・たまへんに㐱
換,てへんに奐
韱,韭（にら）に㦰
濱,さんずいに賓
俋,亻（にんべん）に邑
込,しんにょう・しんにゅうに入
禁,示（しめす）に林
廝,广（まだれ）に斯
躁,足（あしへん）に喿
戛,戈（ほこ・ほこづくり・ほこがまえ）に𦣻
鵈,鳥（とり）に耳
粋,こめへんに卆
翅,支に羽
𠺕,口（くちへん）に留
䗥,虫（むしへん）に從
饎,しょくへんに喜
儻,にんべんに黨
甓,瓦（かわら）に辟
沗,氺（したみず）に天
黝,黑（くろ）に幼
黝,黑（くろ）に幺に力
猜,けものへんに靑
韴,音（おとへん）に帀
凶,凵（うけばこ・かんにょう・かんがまえ）に㐅
辦,辛（からい）に力に辛
玵,王（おうへん）に甘
怖,りっしんべんに布
曇,日（ひ・にち）に雲
脯,月（にくづき）に甫
蜃,虫（むし）に辰
窓,あなかんむりに厶に心
窓,㝐に心
埼,つちへん・どへんに奇
靼,革（かわへん）に旦
沛,さんずいに市
棌,木（きへん）に
鬃,髟（かみがしら・かみかんむり）に宗
靠,非（ひ・あらず）に吿
𢎭,弓（ゆみへん）に巾
茭,艹（くさかんむり）に交
樿,木（きへん）に單
邱,おおざとに丘
粁,米（こめへん）に千
窰,あなかんむりに䍃
捌,てへんに別
睢,目（めへん）に隹
岾,山（やまへん）に占
瀼,氵（さんずい）に襄
泥,さんずいに尼
泥,さんずいに尸に匕
䐜,月（にくづき）に眞
螉,虫（むしへん）に翁
螉,虫（むしへん）に公に羽
頚,頁（おおがい・いちのかい）に圣
頚,頁（おおがい・いちのかい）に又に土
蔦,くさかんむりに鳥
蕉,くさかんむりに焦
秈,禾（のぎへん）に山
耨,耒（すきへん・らいすき）に辱
耨,耒（すきへん・らいすき）に辰に寸
咳,口（くちへん）に亥
鈁,金（かねへん）に方
㝫,宀（うかんむり）に隆
吭,口（くちへん）に亢
払,てへんに厶
払,「フツ」は高校で習う読み方です。
甌,瓦（かわら）に區
傖,亻（にんべん）に倉
涙,さんずいに戻
鑢,金（かねへん）に慮
璹,王（おうへん）に壽
謬,言（ごんべん）に翏
謬,言（ごんべん）に羽に㐱
匋,勹（つつみがまえ）に缶
蟻,虫（むしへん）に義
弧,弓（ゆみへん）に瓜
処,つくえ・きにょうに夂
齢,歯（はへん）に令
莱,くさかんむりに来
罰,あみめ・あみがしら・よんがしらに䚯
罰,あみめ・あみがしら・よんがしらに言に刂
販,かいへんに反
譴,訁（ごんべん）に
㺃,けものへんに苟
琓,王（おうへん）に完
吏,一に史
苙,くさかんむりに立
袗,ころもへんに㐱
讙,ごんべんに雚
縉,糸（いとへん）に晉
甽,田（たへん）に川
耙,耒（すきへん・らいすき）に巴
顫,頁（おおがい・いちのかい）に亶
梗,きへんに更
仚,人（ひとやね・ひとがしら）に山
耬,耒（すきへん・らいすき）に婁
伴,にんべんに半
乳,「ち」は中学校で習う読み方です。
虞,とらがしら・とらかんむり・とらに呉
㡡,巾（はばへん）に厨
雌,隹（ふるとり）に此
螬,虫（むしへん）に曹
齰,齒（はへん）に昔
挐,手（て）に如
挐,手（て）に女に口
躯,身（み・みへん）に区
跏,足（あしへん）に加
跏,足（あしへん）に力に口
鞁,革（かわへん）に皮
盔,皿（さら）に灰
祝,しめすへんに兄
祝,「シュウ」は高校で習う読み方です。
靨,面（めん）に厭
照,れっか・れんがに昭
敵,攵（のぶん・ぼくづくり）に啇
敵,「かたき」は中学校で習う読み方です。
霳,雨（あめかんむり）に隆
貨,貝（かい・こがい）に化
貨,貝（かい・こがい）に亻に匕
韡,韋（なめしがわ）に華
田,「田」は書き順を間違えやすい漢字の一つです。→「田」の書き順（筆順）
辿,しんにょう・しんにゅうに山
柯,木（きへん）に可
㹨,犭（けものへん）に由
墨,土（つち）に黒
諛,ごんべんに臾
𢰤,てへんに竒
雎,隹（ふるとり）に且
丕,一（いち）に不
蚫,虫（むしへん）に
踣,足（あしへん）に咅
踣,足（あしへん）に立に口
情,りっしんべんに青
情,「セイ」は高校で習う読み方です。
凝,にすいに疑
瘻,疒（やまいだれ）に婁
謁,言（ごんべん）に曷
待,ぎょうにんべんに寺
邌,しんにょう・しんにゅうに黎
靭,革（かわへん）に刃
募,力（ちから）に莫
橡,木（きへん）に象
撮,てへんに最
麌,鹿（しか）に吳
栓,きへんに全
悄,忄（りっしんべん）に
僭,にんべんに朁
淕,さんずいに坴
虺,虫（むし）に兀
癡,やまいだれに疑
崘,山（やまへん）に侖
井,「ショウ」は中学校で習う読み方、「セイ」は高校で習う読み方です。
悛,りっしんべんに夋
鑪,金（かねへん）に盧
駝,馬（うまへん）に它
豨,豕（ぶた・いのこ・いのこへん）に希
捷,てへんに疌
捧,てへんに奉
箜,竹（たけかんむり）に空
批,てへんに比
著,くさかんむりに者
著,「あらわす」「いちじるしい」は中学校で習う読み方です。
䦰,門（もんがまえ・かどがまえ）に亀
軌,くるまへんに九
桷,木（きへん）に角
葑,艹（くさかんむり）に封
佉,亻（にんべん）に去
﨏,土（つちへん）に谷
囨,囗（くにがまえ）に不
愧,りっしんべんに鬼
秕,禾（のぎへん）に比
粠,米（こめへん）に共
胳,月（にくづき）に各
撥,てへんに發
篶,竹（たけかんむり）に焉
泬,氵（さんずい）に穴
槐,木（きへん）に鬼
衢,行（ぎょうがまえ・ゆきがまえ）に瞿
衢,彳に瞿に亍
臬,自（みずから）に木
饍,しょくへんに善
拘,てへんに句
糺,糸（いとへん）に乚
昨,ひへん・にちへんに乍
鄞,おおざとに堇
暘,日（ひへん・にちへん）に昜
囮,囗（くにがまえ）に化
囮,囗（くにがまえ）に亻に匕
擣,てへんに壽
煙,火（ひへん）に覀に土
瓸,瓦（かわら）に百
笘,竹（たけかんむり）に占
襞,ころもへんに辟
孌,女（おんなへん）に䜌
咊,くちへんに禾
鬨,鬥（とうがまえ・たたかいがまえ）に共
穜,禾（のぎへん）に童
眸,目（めへん）に牟
氊,毛（け）に亶
諂,ごんべんに臽
㕮,口（くちへん）に父
塹,土（つち）に斬
獸,犬（いぬ）に嘼
据,てへんに居
飜,飛（とぶ）に番
玜,王（おうへん）に公
圧,土（つち）に厂
墋,土（つちへん）に參
鱺,魚（うおへん）に麗
磤,石（いしへん）に殷
叟,又（また）に𦥔
惣,心（こころ）に物
埋,つちへん・どへんに里
迁,しんにょう・しんにゅうに千
鞠,革（かわへん）に匊
棚,きへんに朋
㛏,女（おんなへん）に求
劂,刂（りっとう）に厥
褶,衤（ころもへん）に
枻,木（きへん）に世
釮,金（かねへん）に才
祅,しめすへんに夭
喈,口（くちへん）に皆
喈,口（くちへん）に比に白
弘,弓（ゆみへん）に厶
僚,にんべんに尞
潗,氵（さんずい）に集
潗,氵（さんずい）に隹に木
蹼,足（あしへん）に菐
𨪙,金（かねへん）に将
鴨,鳥（とり）に甲
巍,山（やま・やまかんむり）に魏
票,示（しめす）に覀
弇,廾（にじゅうあし・こまぬき）に合「おおう」意を表します。
潰,さんずいに貴
㽗,田（たへん）に人
榼,木（きへん）に盍
榼,木（きへん）に去に皿
楸,木（きへん）に秋
楸,木（きへん）に禾に火
覃,襾（おおいかんむり・かなめのかしら）に早
謀,言（ごんべん）に某
謀,「ム」「はかる」は高校で習う読み方です。
婪,女（おんな）に林
焼,ひへんに尭
焼,「ショウ」は中学校で習う読み方です。
孩,子（こへん・こどもへん）に亥
溢,さんずいに益
决,にすいに夬
醎,酉（とりへん）に咸
倀,亻（にんべん）に長
甑,瓦（かわら）に曾
湜,氵（さんずい）に是
撹,てへんに覚
鱊,魚（うおへん）に矞
鱊,魚（うおへん）に矛に冏
級,糸（いとへん）に及
個,にんべんに固
徘,彳（ぎょうにんべん）に非
碝,石（いしへん）に耎
碝,石（いしへん）に而に大
嗤,口（くちへん）に蚩
蒺,艹（くさかんむり）に疾
林,木（きへん）に木
傔,亻（にんべん）に
鼽,鼻（はなへん）に九
幼,幺（よう・いとがしら）に力
騂,馬（うまへん）に辛
徃,ぎょうにんべんに生
招,てへんに召
嚭,喜に否
嚭,喜に不に口
糧,こめへんに量
糧,「ロウ」「かて」は高校で習う読み方です。
濤,さんずいに壽
