漢字,解説・構成
飆,風（かぜ）に猋
飆,風（かぜ）に犬に㹜
佯,にんべんに羊
凊,冫（にすい）に靑
薐,くさかんむりに稜
䨄,隹（ふるとり）に酓
䨄,隹（ふるとり）に今に酉
𡱖,尸（しかばね・かばね・しかばねかんむり・かばねだれ）に朱
彎,弓（ゆみ）に䜌
鐲,金（かねへん）に蜀
懼,りっしんべんに瞿
躇,足（あしへん）に著
捕,てへんに甫
郢,おおざとに
郢,おおざとに口に𡈼
苻,くさかんむりに付
云,二（に）に厶
幔,巾（はばへん・きんべん）に曼
棆,木（きへん）に侖
叴,口（くち）に九
罄,缶（ほとぎ・ほとぎへん・みずがめ）に殸
罄,缶（ほとぎ・ほとぎへん・みずがめ）に声に殳
蒂,くさかんむりに帯
甎,瓦（かわら）に專
鯧,魚（うおへん）に昌
鯧,魚（うおへん）に日に日
誦,ごんべんに甬
嵓,山（やま・やまかんむり）に品
听,口（くちへん）に斤
膺,䧹に月
塙,土（つちへん・どへん）に高
簸,竹（たけかんむり）に其に皮
飣,しょくへんに丁
鐔,金（かねへん）に覀に早
凳,几（つくえ・きにょう）に登
餗,しょくへんに束
努,力（ちから）に奴
㸿,牛（うしへん）に売
媧,女（おんなへん）に咼
妼,女（おんなへん）に必
緌,糸（いとへん）に委
緌,糸（いとへん）に禾に女
綗,糸（いとへん）に冏
恊,りっしんべんに劦
嘨,口（くちへん）に粛
指,てへんに旨
蓯,艹（くさかんむり）に從
廸,えんにょう・いんにょうに由
㞍,尸（しかばね・かばね・しかばねかんむり・かばねだれ）に丸
藁,くさかんむりに槀
藁,くさかんむりに高に木
剡,刂（りっとう）に炎
剡,刂（りっとう）に火に火
宴,うかんむりに妟
宴,うかんむりに日に女
窅,穴（あなかんむり）に目
芧,艹（くさかんむり）に予
届,しかばね・かばね・しかばねかんむり・かばねだれに由
倫,にんべんに侖
𧘱,衤（ころもへん）に比
庇,广（まだれ）に比
岻,山（やまへん）に氐
奄,大（だいかんむり・だいがしら）に电
耻,耳（みみへん）に止
䗪,虫（むし）に庶
獦,犭（けものへん）に葛
秩,禾（のぎへん）に失
瘀,疒（やまいだれ）に於
搯,扌（てへん）に舀
搯,に爫に臼
祚,しめすへんに乍
剤,りっとうに斉
威,女（おんな）に戌
汢,さんずいに土
浅,さんずいに㦮
浅,「セン」は中学校で習う読み方です。
鏖,金(かね）に鹿
埴,土（つちへん・どへん）に直
仔,にんべんに子
寂,うかんむりに叔
寂,「セキ」は高校で習う読み方です。
瘠,疒（やまいだれ）に脊
昪,日（ひ・にち）に弁
滯,さんずいに帶
筺,竹（たけかんむり）に匤
嵂,山（やま・やまかんむり）に律
歃,欠（かける・あくび・けんづくり）に臿
憐,りっしんべんに粦
憐,りっしんべんに米に舛
侏,にんべんに朱
暀,日（ひへん・にちへん）に往
很,彳（ぎょうにんべん）に艮
磔,石（いしへん）に桀
嶤,山（やま）に堯
𩝐,しょくへんに兹
拮,てへんに吉
悔,りっしんべんに毎
脚,にくづきに却
脚,「キャ」は高校で習う読み方です。
沚,さんずいに止
聨,耳（みみへん）に絲に廾
噠,口（くちへん）に
腠,月（にくづき）に奏
廖,广（まだれ）に翏
廖,广（まだれ）に羽に㐱
晎,日（ひへん・にちへん）に共
勈,力（ちから）に甬
娭,女（おんなへん）に矣
催,にんべんに崔
鍪,金（かねへん）に敄
鍪,金（かねへん）に矛に攵
迅,しんにょう・しんにゅうに卂
訳,言（ごんべん）に尺
畦,田（たへん）に圭
弌,弋（よく・しきがまえ）に一
泝,さんずいに斥
模,きへんに莫
知,やへんに口
鴆,鳥（とり）に冘
禎,しめすへんに貞
鸊,鳥（とり）に辟
鑾,金(かね）に䜌
隣,こざとへんに粦
𡶡,山（やまへん）に半
縉,糸（いとへん）に晋
疵,疒（やまいだれ）に此
腐,肉（にく）に府
懲,心（こころ）に徵
轅,車（くるまへん）に袁
柁,木（きへん）に它
繧,糸（いとへん）に雲
鐙,金（かねへん）に登
踟,足（あしへん）に知
踟,足（あしへん）に矢に口
㚙,大（だい）に加
㚙,大（だい）に力に口
蝪,虫（むしへん）に昜
枛,木（きへん）に爪
縹,糸（いとへん）に票
邕,邑（むら）に巛
上,「のぼせる」「のぼす」は中学校で習う読み方、「ショウ」は高校で習う読み方です。
上,「上」は書き順を間違えやすい漢字の一つです。→「上」の書き順（筆順）
珹,王（おうへん）に
涂,氵（さんずい）に余
俺,にんべんに奄
异,廾（にじゅうあし・こまぬき）に己
獼,犭（けものへん）に彌
獼,犭（けものへん）に弓に爾
挍,扌（てへん）に交
猯,けものへんに耑
猯,けものへんに山に而
魏,鬼（おに）に委
魏,鬼（おに）に禾に女
僻,にんべんに辟
耊,耂（おいかんむり・おいがしら）に至
耊,耂（おいかんむり・おいがしら）に𠫔に土
碓,石（いしへん）に隹
斬,おのづくりに車
搜,てへんに叟
溲,さんずいに叟
剣,りっとうに㑒
沒,さんずいに𠬛
沒,さんずいに刀に又
狒,けものへんに弗
隸,たい・れいづくり・れいのつくりに柰
把,てへんに巴
鼓,壴に支
鼓,「つづみ」は高校で習う読み方です。
渚,さんずいに者
譆,言（ごんべん）に喜
内,「ダイ」は中学校で習う読み方です。
戣,戈（ほこ・ほこづくり・ほこがまえ）に癸
鍈,金（かねへん）に英
廊,まだれに郎
太,大に丶
蟹,虫（むし）に解
曙,日（ひへん・にちへん）に署
偉,にんべんに韋
囿,囗（くにがまえ）に有
嘲,口（くちへん）に
祐,示に右
艷,色（いろ）に豐
庶,まだれに廿に灬
痏,疒（やまいだれ）に有
叛,又（また）に
𡝂,女（おんなへん）に壯
𡝂,女（おんなへん）に爿に士
葼,艹（くさかんむり）に㚇
嫄,女（おんなへん）に原
宵,うかんむりに肖
宵,「ショウ」は高校で習う読み方です。
倥,にんべんに空
虻,虫（むしへん）に亡
柷,木（きへん）に兄
棗,朿に朿
覈,襾（おおいかんむり・かなめのかしら）に敫
竑,立（たつへん）に厷
鄘,おおざとに庸
腫,にくづきに重
鑄,かねへんに壽
慳,りっしんべんに堅
没,さんずいに殳
弈,廾（にじゅうあし・こまぬき）に亦
磬,石（いし）に殸
磬,石（いし）に声に殳
桓,木（きへん）に亘
篇,たけかんむりに扁
禀,示（しめす）に㐭
錘,金（かねへん）に垂
﨔,木（きへん）に挙
胴,にくづきに同
迥,しんにょう・しんにゅうに冋
仁,にんべんに二
仁,「ニ」は中学校で習う読み方です。
槁,木（きへん）に高
菪,艹（くさかんむり）に宕
楢,木（きへん）に酋
況,さんずいに兄
嫚,女（おんなへん）に曼
槻,木（きへん）に規
弥,弓（ゆみへん）に尓
鯀,魚（うおへん・さかなへん）に系
僖,にんべんに喜
菓,くさかんむりに果
壑,土（つち）に㕡
纖,糸（いとへん）に韱
鰤,魚（うおへん・さかなへん）に師
鰤,魚（うおへん・さかなへん）に200A4に帀
𨥫,金（かね）に卯
臤,臣（しん）に又
橙,木（きへん）に登
瑀,王（おうへん）に禹
腦,にくづきに𡿺
腦,にくづきに巛に囟
娓,女（おんなへん）に尾
顧,頁（おおがい・いちのかい）に雇
𥧔,穴（あなかんむり）に氣
哈,口（くちへん）に合
氓,亡に民
菡,艹（くさかんむり）に函
嚆,口（くちへん）に蒿
蜎,虫（むしへん）に肙
梥,木（き）に㝐
梥,木（き）に宀に公
瞼,目（めへん）に僉
湔,氵（さんずい）に
蔔,くさかんむりに匐
獄,けものへんに言に犬
茲,くさかんむりに𢆶
茲,くさかんむりに幺に幺
嘇,口（くちへん）に參
趙,走（そうにょう）に
紵,糸（いとへん）に宁
紵,糸（いとへん）に宀に丁
鯒,魚（うおへん・さかなへん）に甬
㯰,きへんに置
落,くさかんむりに洛
裙,ころもへんに君
蒾,艹（くさかんむり）に
舵,舟（ふねへん）に它
鋓,金（かねへん）に利
棟,きへんに東
棟,「むな」は高校で習う読み方です。
踡,足（あしへん）に卷
架,木（き）に加
蛻,虫（むしへん）に兌
遁,しんにょう・しんにゅうに盾
酌,部首に勺
酌,「くむ」は高校で習う読み方です。
𧐐,虫（むしへん）に責
鏐,金（かねへん）に翏
鏐,金（かねへん）に羽に㐱
緜,帛に系
特,うしへんに寺
幅,はばへん・きんべんに畐
墝,石（いしへん）に堯
晈,日（ひへん・にちへん）に交
蘞,艹（くさかんむり）に斂
蘞,艹（くさかんむり）に僉に攵
悦,りっしんべんに兑
唏,口（くちへん）に希
鷃,鳥（とり）に晏
鷃,鳥（とり）に日に安
讜,言（ごんべん）に黨
馮,馬（うま）に冫
𩩲,骨（ほねへん）に曷
跟,足（あしへん）に艮
迢,しんにょう・しんにゅうに召
拒,てへんに巨
楙,木（きへん）に矛に木
楙,林に矛
骰,骨（ほねへん）に殳
骰,骨（ほねへん）に几に又
靈,雨（あめかんむり）に𠱠に巫
靈,霝に巫
鑠,金（かねへん）に樂
陷,こざとへんに臽
櫺,木（きへん）に霝
客,うかんむりに各
客,「カク」は中学校で習う読み方です。
瀋,さんずいに審
翌,羽（はね）に立
賍,貝（かいへん）に庄
辯,辛に言に辛
頌,頁（おおがい・いちのかい）に公
釀,酉（とりへん）に襄
蓏,艹（くさかんむり）に㼌
蓏,艹（くさかんむり）に瓜に瓜
辤,辛（からい）に受
瑩,玉（たま）に𤇾
㖦,口（くちへん）に東
瓮,瓦（かわら）に公
拖,扌（てへん）に㐌。
呀,口（くちへん）に牙
研,いしへんに开
研,「とぐ」は中学校で習う読み方です。
有,「ウ」は中学校で習う読み方です。
鋤,金（かねへん）に助
鋤,金（かねへん）に且に力
齪,齒（はへん）に足
痎,疒（やまいだれ）に亥
経,糸（いとへん）に圣
経,「キョウ」は中学校で習う読み方です。
踊,あしへんに甬
騎,うまへんに奇
氛,气（きがまえ）に分
闔,門（もんがまえ・かどがまえ）に盍
嶮,山（やまへん）に僉
嬰,女（おんな）に賏
嬰,女（おんな）に貝に貝
𠹭,口（くちへん）に哥
𠹭,口（くちへん）に可に可
艇,ふねへんに廷
燋,火（ひへん）に焦
枉,木（きへん）に王
謠,言（ごんべん）に䍃
矪,矢（やへん）に舟
禡,しめすへんに馬
庪,广（まだれ）に技
壅,土（つち）に雍
崹,山（やまへん）に帝
柒,木（き）に氵に七
漸,さんずいに斬
溧,氵（さんずい）に栗
溧,氵（さんずい）に覀に木
隩,こざと・こざとへんに奧
牝,牛（うしへん）に匕
披,てへんに皮
袿,ころもへんに圭
潮,さんずいに朝
縄,「ジョウ」は中学校で習う読み方です。
槍,木（きへん）に倉
使,にんべんに吏
陽,こざとへんに昜
喂,口（くちへん）に畏
晰,日（ひへん・にちへん）に析
蛽,虫（むしへん）に貝
歔,欠（かける・あくび・けんづくり）に虛
寺,寸（すん）に土
澪,さんずいに零
畴,田（たへん）に寿
簀,竹（たけかんむり）に責
貊,豸（むじな・むじなへん）に百
覬,見（みる）に豈
岟,山（やまへん）に央
唳,口（くちへん）に戻
商,「あきなう」は中学校で習う読み方です。
娜,女（おんなへん）に那
瀬,さんずいに頼
鶵,鳥（とり・とりへん）に芻
𠎁,亻（にんべん）に黑
糗,米（こめへん）に臭
封,寸（すん・すんづくり）に圭
封,寸（すん・すんづくり）に土に土
禖,しめすへんに某
禖,しめすへんに甘に木
領,頁（おおがい・いちのかい）に令
涿,氵（さんずい）に豖
冩,わかんむりに舄
店,まだれに占
貧,貝（かい・こがい）に分
貧,「ヒン」は中学校で習う読み方です。
濩,氵（さんずい）に蒦
踈,あしへんに束
尰,尢（まげあし・だいのまげあし・おうにょう）に重
偁,亻（にんべん）に爯
管,たけかんむりに官
宕,宀（うかんむり）に石
萢,くさかんむりに泡
萢,くさかんむりに氵に包
蠕,虫（むしへん）に需
偦,亻（にんべん）に胥
偦,亻（にんべん）に疋に月
泜,氵（さんずい）に氐
跗,足（あしへん）に付
衲,ころもへんに內
肘,にくづきに寸
齩,齒（はへん）に交
漵,氵（さんずい）に敘
漵,氵（さんずい）に余に攵
鈕,金（かねへん）に丑
態,心（こころ）に能
訑,言（ごんべん）に也
崛,山（やまへん）に屈
