漢字,異体字
喪,丧
嘷,嗥
嘷,噑
歹,歺
塚,塚
嵆,嵇
隆,隆
兒,児
兒,𠒆
競,竸
競,竞
爺,𤕓
鷴,鷳
徵,徴
徵,𢽠
妬,妒
書,书
事,亊
事,㕝
事,叓
鐵,鉄
鐵,銕
鐵,鐡
頴,穎
虜,虜
輙,輒
聰,聡
聰,聦
隂,陰
隂,阴
隂,侌
隂,阥
盧,卢
樞,枢
箏,筝
狹,狭
畭,畬
臓,臟
頭,头
楚,椘
楚,䠂
謡,謠
気,氣
掙,挣
兜,兠
𣆶,晩
𣆶,晚
拝,拜
槹,槔
槹,橰
墪,墩
塵,尘
胆,膽
揄,𢶖
覧,覽
灌,潅
礪,砺
鎔,熔
恨,𢙃
肯,肎
虛,虚
虛,虗
嚳,喾
疇,疇
眦,眥
涁,滲
涁,渗
繍,繡
繍,綉
益,益
朏,𣍧
星,皨
星,曐
葢,蓋
葢,盖
偂,前
偂,歬
飲,飮
飲,㱃
翼,𦐂
欧,歐
杯,盃
杯,桮
杯,㮎
翻,飜
飄,飃
旭,旮
圀,国
圀,國
圀,囶
圀,囯
圀,囻
転,轉
杆,桿
蠶,蚕
蠶,蝅
蠶,蠺
廢,廃
廢,废
著,著
輩,軰
么,幺
倹,儉
倹,俭
档,檔
摛,攡
萌,萠
樳,桪
蛗,𧑉
釖,刀
厰,廠
怱,忩
怱,悤
纑,䋆
旁,㫄
喑,噾
譱,善
轟,軣
寵,宠
擷,撷
尋,寻
朖,朗
朖,朗
薗,園
犧,犠
拇,胟
菴,葊
𣴎,羕
𣴎,𦍛
奬,奨
奬,獎
奬,㢡
奬,奖
難,難
擡,抬
𨯁,𨫤
嘸,呒
剛,㓻
剛,刚
臭,臭
矩,榘
鋪,舗
鋪,舖
閲,閱
姻,婣
帶,帯
帶,带
槶,椢
夏,夓
鄽,壥
鄽,廛
鄽,㙻
鄽,㕓
瀉,泻
㐆,𠂣
囅,冁
会,會
会,㑹
舊,旧
舊,𦾔
菱,蔆
糍,𩝐
𣑥,栲
簗,𥱋
啗,啖
惰,憜
稻,稲
從,従
從,从
密,𡶇
密,宻
弯,彎
糞,𨤝
軟,輭
災,灾
災,烖
穂,穗
櫧,槠
駆,駈
駆,驅
蘂,蕊
蘂,蕋
嬴,𡣍
脛,𦙾
䟽,疏
獵,猟
獵,𤢪
曖,暧
爛,爤
彔,录
孼,孽
戰,戦
戰,战
瘞,𨻊
煕,熙
煕,熈
煕,凞
煕,凞
煕,焈
㬢,曦
蒞,莅
䧺,雄
曻,昇
玳,瑇
灮,光
灮,炗
灮,炛
敲,㪣
增,増
麼,麽
麼,庅
龝,秋
龝,穐
龝,秌
五,㐅
咏,詠
静,靜
禅,禪
和,龢
和,咊
皈,帰
皈,歸
皈,㱕
皈,归
粮,糧
壇,坛
享,亯
贋,贗
坎,埳
徹,彻
雙,双
宝,寶
宝,寳
宝,寚
拏,拿
驢,馿
報,报
併,倂
䑛,舐
䑛,舓
織,𦀗
嫋,嬝
摑,掴
銲,釬
麪,麺
麪,麵
逈,迥
逈,䢛
満,滿
昰,是
㮈,奈
㮈,柰
𦱳,滋
沃,𣵽
櫳,槞
櫳,㰍
櫳,栊
疊,畳
疊,疉
疊,疂
疊,㬪
疊,曡
疊,叠
妒,妬
嶸,峵
嶸,嵘
漢,漢
拿,拏
鶯,鴬
鶯,鸎
憩,憇
僕,㒒
僕,䑑
筇,笻
鉚,𨥫
嚢,囊
亀,龜
糯,稬
糯,穤
蹄,蹏
脇,𦚰
脇,䏮
辣,辢
鷀,鶿
莓,苺
擂,攂
希,𢁫
庬,厖
儷,俪
泄,𣳘
灾,災
灾,烖
滙,匯
襃,褒
励,勵
攢,攅
攢,攒
𣇵,晶
一,弌
嚞,哲
嚞,喆
嚞,啠
嚞,悊
縱,縦
乱,亂
旆,斾
神,神
拍,𢫦
駄,馱
颷,飆
颷,飈
颷,飇
麽,麼
麽,庅
惨,慘
伜,倅
晢,晣
籰,篗
梱,棞
繫,繋
嫗,妪
青,靑
青,寈
醇,醕
醇,䣩
泪,涙
泪,淚
楳,梅
楳,梅
楳,槑
疎,踈
坐,㘴
矧,矤
寫,写
寫,冩
筏,栰
皐,皋
皐,臯
婚,㛰
降,夅
厩,廐
厩,廏
况,況
柗,松
柗,枩
柗,梥
柗,㮤
柗,枀
三,弎
陰,隂
陰,阴
陰,侌
陰,阥
階,堦
儼,𠑊
儼,俨
群,羣
凉,涼
夾,夹
掲,揭
睨,𥆩
筍,笋
蚊,蟁
蚊,蚉
竝,並
竝,傡
単,單
単,𠦤
単,单
饒,𩜙
舩,船
徤,健
黃,黄
枡,桝
幘,帻
吞,呑
攅,攢
攅,攒
蛇,虵
蛇,𧉮
勊,勀
㤗,泰
㤗,𣳾
㤗,冭
帑,伖
𧪄,記
嫂,㛮
暴,曓
歡,歓
㒵,貌
㒵,皃
㒵,䫉
覉,羇
侭,儘
憙,憘
廿,卄
荊,荆
