漢字,名乗り訓
低,ひら
停,とどむ
貞,さだ
貞,ただ
貞,ただし
貞,ただす
貞,つら
貞,みさお
呈,しめ
定,さだ
定,さだむ
定,さだめ
定,つら
定,また
定,やす
帝,ただ
帝,みかど
底,さだ
底,ふか
庭,なお
庭,にわ
庭,ば
廷,たか
廷,ただ
廷,なが
弟,おと
弟,くに
弟,ちか
弟,つぎ
弟,ふと
悌,とも
悌,やす
悌,やすし
悌,よし
抵,あつ
抵,やす
抵,ゆき
挺,ただ
挺,もち
汀,なぎさ
汀,みぎわ
禎,さだ
禎,さだむ
禎,さち
禎,ただ
禎,ただし
禎,つぐ
禎,とも
禎,よし
程,たけ
程,のり
程,ほど
程,みな
訂,ただ
訂,ただす
諦,あき
諦,あきら
邸,いえ
鼎,かなえ
鼎,かね
泥,どろ
泥,ね
摘,つみ
敵,とし
的,あきら
的,まさ
的,まと
笛,ふえ
適,あつ
適,あり
適,かのう
適,まさ
適,ゆき
適,ゆく
適,より
哲,あき
哲,あきら
哲,さと
哲,さとし
哲,さとる
哲,てつ
哲,のり
哲,よし
徹,あきら
徹,いたる
徹,おさむ
徹,とお
徹,とおる
徹,ひとし
徹,みち
徹,ゆき
鉄,かね
鉄,きみ
鉄,とし
鉄,まがね
典,おき
典,すけ
典,つかさ
典,つね
典,のり
典,ふみ
典,みち
典,もり
典,よし
典,より
天,あま
天,あめ
天,かみ
天,そら
天,たか
天,たかし
展,のぶ
展,ひろ
添,そえ
纏,まき
纏,まとむ
転,うたた
転,ひろ
伝,ただ
伝,つぐ
伝,つた
伝,つたう
伝,つたえ
伝,つとう
伝,つとむ
伝,のぶ
伝,のり
伝,よし
殿,あと
殿,すえ
殿,との
田,た
田,だ
田,ただ
田,みち
電,あきら
電,ひかり
兎,う
兎,うさ
兎,うさぎ
塗,みち
徒,かち
徒,ただ
徒,とも
斗,け
斗,はかる
斗,ほし
斗,ます
杜,もり
渡,ただ
渡,わたり
渡,わたる
登,たか
登,ちか
登,とみ
登,とも
登,なり
登,なる
登,のぼる
登,のり
登,み
登,みのる
途,とお
途,みち
都,いち
都,くに
都,さと
都,ひろ
都,みやこ
砥,と
努,つとむ
度,ただ
度,なが
度,のぶ
度,のり
度,みち
度,もろ
度,わたる
土,ただ
土,つち
土,つつ
土,のり
土,はに
土,ひじ
党,あきら
党,とも
党,まさ
冬,かず
冬,とし
冬,ふゆ
刀,かたな
刀,はかし
唐,から
套,なが
島,しま
投,ゆき
東,あがり
東,あきら
東,あずま
東,こち
東,はじめ
東,はる
東,ひがし
東,ひで
東,もと
桃,もも
棟,すけ
棟,たか
棟,たかし
棟,みね
棟,むなぎ
棟,むね
当,たえ
当,まさ
当,まつ
等,しな
等,たか
等,とし
等,とも
等,ひとし
答,さと
答,とし
答,とみ
答,とも
答,のり
筒,つつ
筒,まる
糖,あら
統,おさ
統,おさむ
統,かね
統,すみ
統,すめる
統,つづき
統,つな
統,つね
統,のり
統,むね
統,もと
到,いたる
到,ゆき
到,よし
董,しげ
董,しげる
董,ただ
董,ただし
董,ただす
董,なお
董,のぶ
董,まこと
董,まさ
董,よし
藤,かつら
藤,つ
藤,ひさ
藤,ふじ
透,すく
透,とおる
透,ゆき
陶,すえ
陶,よし
頭,あき
頭,あきら
頭,かみ
騰,のぼる
動,いつ
同,あつ
同,あつむ
同,とも
同,のぶ
同,ひとし
堂,たか
導,おさ
導,みち
洞,あき
洞,あきら
洞,ひろ
洞,ほら
瞳,あきら
瞳,ひとみ
童,わか
童,わらわ
道,おさむ
道,おさめ
道,じ
道,ち
道,つな
道,つね
道,なおし
道,ね
道,のり
道,まさ
道,みち
道,ゆき
道,より
道,わたる
銅,かね
匿,のく
得,あり
得,う
得,え
得,なり
得,のり
得,やす
徳,あきら
徳,あつ
徳,あつし
徳,あり
徳,いさお
徳,え
徳,さと
徳,ただし
徳,とみ
徳,なり
徳,なる
徳,のぼる
徳,のり
徳,めぐむ
徳,やす
徳,よし
特,こと
特,よし
督,おさむ
督,かみ
督,こう
督,すけ
督,すすむ
督,ただ
督,ただす
督,まさ
督,よし
篤,あつ
篤,あつし
篤,しげ
篤,すみ
独,かつ
読,おと
読,よし
読,よみ
凸,たかし
届,あつ
届,ゆき
寅,つら
寅,とも
寅,とら
寅,のぶ
寅,ふさ
酉,とり
酉,なが
酉,みのる
屯,たむろ
屯,みつ
屯,むら
屯,より
惇,あつ
惇,あつし
惇,すなお
惇,つとむ
惇,とし
惇,まこと
敦,あつ
敦,あつし
敦,おさむ
敦,つとむ
敦,つる
敦,のぶ
頓,はや
奈,なに
那,とも
那,ふゆ
那,やす
内,うち
内,うつ
内,ただ
内,ちか
内,のぶ
内,はる
内,まさ
内,みつ
捺,とし
楢,なら
馴,なれ
縄,ただ
縄,つぐ
縄,つな
縄,なお
縄,なわ
縄,のり
縄,まさ
南,あけ
南,なみ
南,みな
南,みなみ
南,よし
楠,くす
楠,くすのき
二,かず
二,さ
二,じ
二,すすむ
二,つぎ
二,つぐ
二,ふ
二,ぶ
二,ふた
尼,あま
尼,さだ
尼,ただ
尼,ちか
弐,すけ
賑,とみ
賑,とも
虹,にじ
日,あき
日,か
日,はる
日,ひ
日,ひる
乳,ち
入,いり
入,いる
入,なり
如,いく
如,すけ
如,なお
如,もと
如,ゆき
如,よし
任,あたる
任,たえ
任,たか
任,たかし
任,ただ
任,たね
任,たもつ
任,とう
任,ひで
任,まかし
妊,さね
妊,もつ
忍,おし
忍,しの
忍,しのぶ
忍,たう
認,もろ
寧,さだ
寧,しず
寧,やす
寧,やすし
熱,あつ
年,かず
年,すすむ
年,ちか
年,と
年,とし
年,とせ
年,みのる
念,むね
乃,いまし
乃,おさむ
乃,の
之,いたる
之,くに
之,これ
之,つな
之,の
之,のぶ
之,ひさ
之,ひで
之,ゆき
之,よし
之,より
濃,あつ
濃,あつし
納,おさむ
納,とも
納,のり
能,たか
能,ちから
能,のり
能,ひさ
能,みち
能,むね
能,やす
能,よき
能,よし
農,あつ
農,たか
農,たみ
農,とき
農,とよ
農,なる
巴,とも
巴,ともえ
覇,はる
波,なみ
派,また
婆,ばば
馬,うま
馬,たけし
馬,ま
馬,むま
排,おし
背,しろ
背,せ
背,のり
輩,とも
配,あつ
配,とも
倍,ます
倍,やす
培,ます
梅,うめ
梅,め
陪,すけ
陪,ます
這,これ
這,ちか
萩,はぎ
伯,お
伯,おさ
伯,く
伯,たか
伯,たけ
伯,とも
伯,のり
伯,はか
伯,ほ
伯,みち
博,とおる
博,はか
博,ひろ
博,ひろし
博,ひろむ
拍,ひら
白,あき
白,あきら
白,きよ
白,きよし
白,し
白,しら
白,しろ
白,しろし
薄,いたる
薄,うす
迫,せり
迫,とお
漠,ひろ
莫,さだ
莫,さだむ
莫,とお
莫,とし
莫,なか
麦,むぎ
函,すすむ
箱,はこ
箸,あき
箸,あきら
箸,つく
肇,こと
肇,ただ
肇,ただし
肇,とし
肇,はじむ
肇,はじめ
肇,はつ
八,かず
八,や
八,やつ
八,わ
八,わかつ
鉢,ほ
発,あき
発,あきら
発,おき
発,しげ
発,ちか
発,とき
発,なり
発,ひらく
髪,かみ
伐,のり
抜,やはず
鳩,はと
鳩,やす
隼,とし
隼,はや
隼,はやし
隼,はやと
隼,はやぶさ
伴,すけ
伴,とも
判,さだ
判,ちか
判,なか
判,ゆき
半,なか
半,なかば
半,なからい
帆,ほ
板,いた
汎,ひろ
汎,ひろし
汎,みな
班,つら
班,なか
畔,くろ
畔,べ
繁,えだ
繁,しげ
繁,しげし
繁,しげる
繁,とし
般,かず
般,つら
販,ひさ
範,すすむ
範,のり
飯,いい
晩,おそ
晩,かげ
晩,くれ
番,つぎ
番,つぐ
番,つら
番,ふさ
盤,まる
盤,やす
磐,いわお
蕃,しく
蕃,しげ
蕃,しげり
蕃,しげる
蕃,ふさ
蕃,みつ
蕃,もり
妃,き
妃,ひめ
彼,のぶ
披,ひら
披,ひろ
斐,あきら
斐,あや
斐,い
斐,なが
斐,よし
比,これ
比,たか
比,たすく
比,ちか
比,つね
比,とも
比,なみ
比,ひさ
緋,あけ
肥,うま
肥,こえ
肥,とみ
肥,とも
肥,みつ
肥,ゆたか
費,もち
飛,たか
備,たる
備,とも
備,なが
備,なり
備,のぶ
備,まさ
備,みつ
備,よ
備,よし
備,より
尾,お
尾,すえ
微,いや
微,なし
微,まれ
微,よし
毘,すけ
毘,たる
毘,てる
毘,とも
毘,のぶ
毘,ひで
毘,まさ
毘,やす
毘,よし
眉,まゆ
美,うま
美,うまし
美,きよし
美,とみ
美,はし
美,はる
美,ふみ
美,み
美,みつ
美,よ
美,よし
鼻,はな
匹,あつ
匹,とも
疋,ただ
彦,お
彦,さと
彦,ひこ
彦,ひろ
彦,やす
彦,よし
菱,ひし
必,さだ
筆,ふで
姫,ひめ
媛,ひめ
紐,くみ
百,お
百,と
百,はげむ
百,も
百,もも
彪,あきら
彪,あや
彪,たけ
彪,たけし
彪,つよし
彪,とら
標,えだ
標,かた
標,こずえ
標,しな
標,すえ
標,たか
標,ひで
氷,きよ
氷,ひ
表,あき
表,あきら
表,うわ
表,お
表,おも
表,きぬ
表,こずえ
表,すず
表,と
表,よし
評,ただ
豹,はだら
廟,いえ
苗,え
苗,たね
苗,なえ
苗,なり
苗,みつ
品,かず
品,かつ
品,しな
品,ただ
品,のり
品,ひで
彬,あき
彬,あきら
彬,あや
彬,しげし
彬,ひで
彬,もり
彬,よし
浜,はま
賓,うら
賓,つぐ
賓,つら
頻,かず
頻,しげ
頻,つら
頻,はや
敏,あきら
敏,さと
敏,さとし
敏,すすむ
敏,つとむ
敏,と
敏,とし
敏,はや
敏,はやし
敏,はる
敏,ゆき
敏,よし
不,ず
付,とも
夫,あき
夫,お
夫,すけ
富,あつ
富,あつし
富,さかえ
富,と
富,とみ
富,とめり
富,とめる
富,ひさ
富,ふく
富,みつる
富,ゆたか
富,よし
布,しき
布,しく
布,たえ
布,ぬの
布,のぶ
布,よし
府,あつ
府,くら
府,もと
扶,すけ
扶,たもつ
扶,もと
敷,しき
敷,のぶ
敷,ひら
斧,おの
斧,はじめ
普,かた
普,ひろ
普,ひろし
普,ゆき
浮,ちか
父,ちち
父,のり
芙,はす
譜,つぐ
負,え
負,おい
負,ひ
負,ます
賦,ます
赴,はや
赴,ゆく
阜,あつ
阜,おか
阜,たか
阜,とおる
阜,な
附,ちか
附,つく
附,ます
附,より
附,よる
武,いさ
武,いさむ
武,たけ
武,たけし
武,たける
武,たつ
武,ふか
舞,まい
部,きつ
部,もと
封,かね
楓,かえで
風,かざ
風,かぜ
葺,ふき
葺,ふく
蕗,ふき
伏,ふし
伏,やす
副,すえ
副,すけ
副,そえ
副,つぎ
副,ます
復,あきら
復,あつし
復,さかえ
復,しげる
復,なお
復,また
復,もち
服,こと
服,はとり
服,もと
服,ゆき
服,よ
福,さき
福,さち
福,たる
福,とし
福,とみ
福,むら
福,もと
福,よ
福,よし
腹,はら
淵,すえ
淵,すけ
淵,なみ
淵,のぶ
淵,ひろ
淵,ふか
淵,ふかし
仏,さとる
仏,ほとけ
物,たね
物,もの
分,くまり
分,ちか
分,わか
紛,お
紛,もろ
文,あき
文,あや
文,いと
文,すじめ
文,とも
文,のぶ
文,のり
文,ひさ
文,ひとし
文,ふみ
文,ふみし
文,み
文,や
文,やす
文,ゆき
文,よし
聞,ひろ
丙,あき
丙,え
丙,ひのえ
兵,たけ
兵,ひと
兵,むね
幣,しで
幣,ぬさ
平,おさむ
平,さね
平,たいら
平,たか
平,つね
平,とし
平,なり
平,なる
平,はかる
平,ひとし
平,ひら
平,まさる
平,もち
平,よし
柄,え
柄,えだ
柄,かい
柄,かみ
柄,つか
柄,もと
並,なみ
並,なめ
並,ならぶ
並,み
並,みつ
陛,きざ
陛,のぼる
陛,のり
陛,はし
陛,より
米,こめ
米,みつ
米,よね
壁,かべ
碧,あお
碧,きよし
碧,たま
碧,みどり
別,のぶ
別,わき
別,わく
別,わけ
偏,つら
偏,とも
偏,ゆき
片,かた
編,つら
編,よし
辺,ほとり
返,のぶ
遍,とお
便,やす
勉,かつ
勉,つとむ
勉,まさる
勉,ます
勉,やす
弁,さだ
弁,そなう
弁,なか
弁,わけ
保,お
保,たもつ
保,まもる
保,もち
保,もり
保,やす
保,やすし
保,より
舗,しげ
舗,すけ
舗,のぶ
舗,はる
圃,その
歩,あゆみ
歩,あゆむ
歩,すすむ
甫,かみ
甫,すけ
甫,とし
甫,なみ
甫,のり
甫,はじめ
甫,まさ
甫,み
甫,もと
甫,よし
補,さだ
補,すけ
補,たすく
輔,すけ
輔,たすく
輔,たすけ
穂,お
穂,ほ
穂,みのる
募,つのる
墓,つか
慕,もと
戊,さかる
戊,しげ
戊,しげる
倣,より
包,かた
包,かつ
包,かぬ
包,かね
包,しげ
報,お
報,つぐ
宝,かね
宝,たか
宝,たかし
宝,たから
宝,たけ
宝,とみ
宝,とも
宝,みち
宝,よし
峰,お
峰,たか
峰,たかし
峰,ね
峰,みね
抱,もち
捧,かた
捧,たか
捧,もち
放,ゆき
放,ゆく
方,あたる
方,お
方,かた
方,しげ
方,すけ
方,たか
方,ただし
方,たもつ
方,つね
方,なみ
方,のり
方,ふさ
方,まさ
方,まさし
方,み
方,みち
方,やす
方,より
朋,とも
法,かず
法,つね
法,のり
法,はかる
芳,か
芳,かおる
芳,はな
芳,ふさ
芳,みち
芳,もと
芳,よし
萌,きざし
萌,め
萌,めぐみ
萌,めみ
萌,もえ
萌,もゆ
褒,よし
訪,こと
訪,み
訪,みる
豊,あつ
豊,かた
豊,て
豊,と
豊,とよ
豊,のぼる
豊,ひろ
豊,ひろし
豊,みのる
豊,もり
豊,ゆた
豊,ゆたか
豊,よし
邦,くに
飽,あき
飽,あきら
飽,あく
鳳,たか
鵬,とも
鵬,ゆき
房,お
房,のぶ
房,ふさ
望,のぞみ
望,のぞむ
望,み
望,もち
某,いろ
紡,つむ
謀,こと
謀,のぶ
謀,はかる
防,ふせ
北,きた
北,た
卜,うら
墨,すみ
朴,すなお
朴,なお
牧,まき
睦,あつし
睦,ちか
睦,ちかし
睦,とき
睦,とも
睦,のぶ
睦,まこと
睦,む
睦,むつ
睦,むつみ
睦,よし
勃,ひら
勃,ひろ
殆,ちか
堀,ほり
幌,あきら
本,なり
本,はじめ
本,もと
凡,ちか
凡,つね
摩,きよ
摩,なず
磨,おさむ
磨,きよ
磨,みがく
麻,あさ
麻,お
麻,ぬさ
埋,うめ
妹,いも
枚,かず
枚,ひら
枚,ふむ
毎,かず
毎,つね
槙,こずえ
槙,まき
柾,まさ
亦,また
又,すけ
又,たすく
又,また
又,やす
末,すえ
末,とめ
末,とも
末,ひろし
末,ほず
沫,わ
繭,まゆ
万,かず
万,かつ
万,すすむ
万,たか
万,つむ
万,つもる
万,よろず
満,あり
満,ます
満,まろ
満,みち
満,みつ
満,みつる
漫,ひろ
漫,みつ
味,あじ
味,うまし
味,ちか
未,いま
未,いや
未,ひつじ
未,ひで
箕,み
箕,みる
岬,みさき
密,たかし
密,ひそか
湊,みなと
稔,とし
稔,なり
稔,なる
稔,みのる
稔,ゆたか
妙,たえ
妙,ただ
妙,たゆ
民,たみ
民,ひと
民,み
民,もと
務,かね
務,ちか
務,つとむ
務,つよ
務,なか
務,みち
夢,ゆめ
無,な
無,なし
牟,ます
牟,もと
霧,きり
椋,くら
名,あきら
名,かた
名,な
名,なづく
名,もり
命,あきら
命,かた
命,とし
命,な
命,なが
命,のぶ
命,のり
命,まこと
命,み
命,みこと
命,みち
命,もり
命,や
命,よし
命,より
明,あか
明,あかり
明,あかる
明,あき
明,あきら
明,あきらけい
明,あけ
明,きよし
明,くに
明,てる
明,とおる
明,とし
明,のり
明,はる
明,ひろ
明,みつ
明,よし
銘,あき
銘,かた
銘,な
鳴,なき
鳴,なり
鳴,なる
姪,めい
綿,つら
綿,まさ
綿,ます
綿,やす
綿,わた
面,おも
面,つら
面,も
模,かた
模,のり
茂,あり
茂,いかし
茂,し
茂,しげ
茂,しげい
茂,しげみ
茂,しげる
茂,たか
茂,とお
茂,とも
茂,とよ
茂,もち
茂,もと
茂,ゆた
孟,おさ
孟,たけ
孟,たけし
孟,つとむ
孟,とも
孟,なが
孟,はじむ
孟,はじめ
孟,はる
孟,もと
毛,あつ
毛,け
猛,たか
猛,たけ
猛,たけお
猛,たけき
猛,たけし
猛,たける
猛,つよし
木,き
木,こ
木,しげ
目,ま
目,み
目,め
目,より
勿,な
問,ただ
問,よ
紋,あき
紋,あや
門,かど
門,かな
門,と
門,ひろ
門,ゆき
也,あり
也,ただ
也,なり
也,また
夜,やす
夜,よ
夜,よる
野,とお
野,なお
野,ぬ
野,の
野,ひろ
弥,いや
弥,いよ
弥,ひさ
弥,ひさし
弥,ひろ
弥,ます
弥,み
弥,みつ
弥,や
弥,やす
弥,よし
弥,わたり
弥,わたる
矢,ただ
矢,ちかう
矢,ちこう
矢,なお
矢,や
役,つら
役,まもる
役,ゆき
約,なり
薬,くす
薬,くすし
薬,くるり
訳,つぐ
靖,おさむ
靖,きよし
靖,しず
靖,のぶ
靖,やす
靖,やすし
諭,さと
諭,さとし
諭,さとす
唯,ただ
佑,すけ
佑,たすく
優,かつ
優,ひろ
優,まさ
優,まさる
優,ゆたか
勇,いさ
勇,いさお
勇,いさみ
勇,いさむ
勇,お
勇,さ
勇,そよ
勇,たけ
勇,たけし
勇,とし
勇,はや
勇,よ
友,すけ
友,とも
宥,すけ
宥,ひろ
悠,ちか
悠,はるか
悠,ひさ
悠,ひさし
有,あり
有,すみ
有,たもつ
有,とお
有,とも
有,なお
有,なり
有,みち
有,もち
有,ゆう
有,り
湧,わか
湧,わき
湧,わく
猶,さね
猶,なお
猶,のり
猶,よし
由,ただ
由,ゆき
由,よし
由,より
祐,さち
祐,すけ
祐,たすく
祐,ち
祐,まさ
祐,ます
祐,むら
祐,よし
裕,すけ
裕,ひろ
裕,ひろし
裕,まさ
裕,みち
裕,やす
裕,ゆたか
遊,なが
遊,ゆき
邑,くに
邑,さと
邑,さとし
邑,すみ
邑,むら
雄,お
雄,かず
雄,かた
雄,かつ
雄,たか
雄,たけ
雄,たけし
雄,のり
雄,よし
融,あき
融,あきら
融,すけ
融,とお
融,とおる
融,ながし
融,みち
融,よし
夕,ゆ
夕,ゆう
予,たのし
予,まさ
予,やす
予,やすし
与,あたえ
与,あと
与,くみ
与,すえ
与,とも
与,のぶ
与,ひとし
与,もろ
与,よし
誉,しげ
誉,たか
誉,たかし
誉,のり
誉,ほまる
誉,ほまれ
誉,ほむ
誉,ほん
誉,もと
誉,やす
誉,よし
預,さき
預,まさ
預,やす
預,よし
幼,わか
容,いるる
容,おさ
容,かた
容,なり
容,ひろ
容,ひろし
容,まさ
容,もり
容,やす
容,よし
庸,いさお
庸,つね
庸,のぶ
庸,のり
庸,もち
庸,もちう
庸,やす
揚,あき
揚,あきら
揚,たか
揚,のぶ
曜,あきら
曜,てらす
曜,てる
楊,やす
洋,うみ
洋,きよ
洋,なみ
洋,ひろ
洋,ひろし
洋,み
用,ちか
用,もち
耀,あき
耀,あきら
耀,てる
葉,たに
葉,のぶ
葉,は
葉,ば
葉,ふさ
葉,よ
蓉,はす
要,かなめ
要,しの
要,とし
要,め
要,もとむ
要,もとめ
要,やす
遥,すみ
遥,とお
遥,のぶ
遥,のり
遥,はる
遥,はるか
遥,みち
陽,あき
陽,あきら
陽,お
陽,おき
陽,きよ
陽,きよし
陽,たか
陽,なか
陽,はる
陽,ひ
陽,や
養,おさ
養,かい
養,きよ
養,すけ
養,のぶ
養,まもる
養,やす
養,よし
抑,あきら
翌,あきら
翼,すけ
翼,たすく
翼,つばさ
羅,つら
来,き
来,きたる
来,く
来,くる
来,こ
来,な
来,ゆき
頼,たのむ
頼,のり
頼,よ
頼,よし
頼,より
雷,あずま
雷,いかずち
絡,つら
絡,なり
落,おち
乱,おさむ
嵐,あらし
藍,あい
覧,かた
覧,ただ
覧,み
覧,みる
利,かが
利,かず
利,さと
利,と
利,とおる
利,とし
利,のり
利,まさ
利,みち
利,みのる
利,よし
利,より
吏,おさ
吏,さと
吏,つかさ
履,ふみ
李,もも
梨,なし
理,あや
理,おさ
理,おさむ
理,さだむ
理,すけ
理,たか
理,ただ
理,ただし
理,ただす
理,とし
理,のり
理,まさ
理,まろ
理,みち
理,よし
璃,あき
裏,うら
里,さと
里,さとし
里,のり
離,あき
離,あきら
離,つら
陸,あつ
陸,あつし
陸,くが
陸,たかし
陸,ひとし
陸,みち
陸,む
陸,むつ
律,おと
律,ただし
律,ただす
律,のり
率,のり
率,より
立,たか
立,たかし
立,たち
立,たつ
立,たつる
立,たて
立,たる
立,はる
掠,くら
略,とる
略,のり
略,もと
劉,のぶ
劉,みずち
流,しく
流,とも
流,はる
留,たね
留,と
留,とめ
留,ひさ
隆,お
隆,おき
隆,しげ
隆,たか
隆,たかし
隆,とき
隆,なが
隆,もり
隆,ゆたか
竜,かみ
竜,きみ
竜,しげみ
竜,たつ
竜,とお
竜,とおる
竜,めぐむ
侶,かぬ
侶,かね
侶,とも
慮,のぶ
旅,たか
旅,たび
旅,もろ
了,あき
了,あきら
了,さと
了,さとる
了,すみ
了,のり
亮,あき
亮,あきら
亮,かつ
亮,きよし
亮,すけ
亮,たすく
亮,とおる
亮,ふさ
亮,まこと
亮,よし
亮,より
亮,ろ
僚,あきら
僚,とも
両,ふた
両,ふる
両,もろ
凌,しのぐ
寮,いえ
寮,とも
寮,まつ
料,かず
梁,たかし
梁,はり
梁,むね
梁,やな
梁,やね
涼,あつ
涼,すけ
涼,すず
瞭,あき
瞭,あきら
稜,いず
稜,いつ
稜,かど
稜,たか
稜,たる
良,あきら
良,お
良,かず
良,かた
良,さね
良,すけ
良,たか
良,つかさ
良,つぎ
良,なおし
良,なが
良,ながし
良,はる
良,ひこ
良,ひさ
良,ふみ
良,まこと
良,み
良,よし
良,ら
良,ろ
良,ろう
諒,あき
諒,あさ
諒,まこと
諒,まさ
遼,とお
遼,はるか
量,かず
量,さと
量,とも
量,はかり
量,はかる
陵,おか
陵,たか
領,おさ
領,むね
力,いさお
力,いさむ
力,お
力,か
力,ちか
力,ちから
力,つとむ
力,よし
緑,つか
緑,つな
緑,のり
緑,みどり
倫,おさむ
倫,しな
倫,つぐ
倫,つね
倫,とし
倫,とも
倫,のり
倫,ひと
倫,ひとし
倫,みち
倫,もと
林,き
林,きみ
林,きん
林,しげ
林,しげる
林,とき
林,な
林,はやし
林,ふさ
林,もと
林,もり
林,よし
臨,み
輪,もと
輪,わ
隣,さと
隣,ただ
隣,ちか
隣,ちかし
隣,となり
隣,なが
塁,かさ
塁,たか
累,たか
類,とも
類,なし
類,よし
令,なり
令,のり
令,はる
令,よし
例,ただ
例,つね
例,とも
例,みち
冷,すずし
励,つとむ
嶺,ね
嶺,みね
怜,あと
怜,さとし
怜,とき
玲,あきら
玲,たま
礼,あき
礼,あきら
礼,あや
礼,いや
礼,うや
礼,かた
礼,なり
礼,のり
礼,ひろ
礼,ひろし
礼,まさ
礼,まさし
礼,みち
礼,ゆき
礼,よし
鈴,すず
霊,よし
麗,あきら
麗,かず
麗,つぐ
麗,つら
麗,よし
麗,より
暦,とし
歴,つぐ
歴,つね
歴,ふる
歴,ゆき
列,しげ
列,つら
列,とく
列,のぶ
烈,あきら
烈,いさお
烈,たけ
烈,たけし
烈,つよ
烈,つら
烈,やす
烈,よし
廉,おさ
廉,かど
廉,きよ
廉,きよし
廉,すが
廉,すなお
廉,ただし
廉,やす
廉,ゆき
漣,なみ
蓮,はす
連,つぎ
連,つら
連,まさ
連,むらじ
連,やす
呂,おと
呂,とも
呂,なが
呂,ふえ
路,じ
路,のり
路,みち
路,ゆく
露,あきら
露,つゆ
労,つとむ
朗,あき
朗,あきら
朗,お
朗,さえ
朗,とき
朗,ほがら
楼,いえ
楼,たか
楼,つぎ
浪,なみ
老,おい
老,おみ
老,おゆ
老,とし
郎,お
六,む
六,むつ
禄,さち
禄,とし
禄,とみ
禄,よし
録,とし
録,ふみ
論,とき
論,のり
倭,かず
倭,しず
倭,まさ
倭,やす
倭,やまと
和,あい
和,かず
和,かた
和,かつ
和,かのう
和,たか
和,ちか
和,とし
和,とも
和,な
和,のどか
和,ひとし
和,まさ
和,ます
和,やす
和,やすし
和,やまと
和,やわ
和,やわら
和,よし
和,より
和,わたる
惑,まどい
鷲,わし
亘,とおる
亘,のぶ
亘,もとむ
亘,わたり
亘,わたる
椀,まり
侑,あつむ
侑,すすむ
侑,ゆき
俐,さと
俐,さとし
刹,くに
勁,つよし
喩,あき
奎,ふみ
已,すえ
彙,しげ
惺,さとし
惺,さとる
昊,ひろ
昊,ひろし
晏,おそ
晏,さだ
晏,はる
晏,やす
晨,あき
晨,とき
晨,とよ
晟,あきら
晟,てる
晟,まさ
暉,あき
暉,あきら
暉,てらす
暉,てる
栞,しおり
梛,なぎ
椰,やし
毬,まり
洸,たけし
洸,ひろ
洸,ひろし
洸,ふかし
洵,のぶ
洵,ひとし
洵,まこと
滉,ひろ
滉,ひろし
漱,すすぐ
澪,みお
煌,あき
煌,あきら
煌,てる
燿,てる
瑶,たま
璧,たま
皓,あき
皓,あきら
皓,つく
皓,てる
皓,ひかる
皓,ひろ
皓,ひろし
眸,ひとみ
祿,さち
祿,とし
祿,とみ
祿,よし
稟,うくる
穰,おさむ
穰,しげ
穰,みのる
穰,ゆたか
穹,たか
穹,たかし
綺,あや
綸,お
綸,くみ
脩,おさ
脩,おさむ
脩,さね
脩,すけ
脩,なお
脩,なが
脩,のぶ
脩,はる
脩,もろ
菫,すみれ
萠,きざし
萠,め
萠,めぐみ
萠,めみ
萠,もえ
萠,もゆ
詢,まこと
諄,あつ
諄,いたる
諄,さね
諄,しげ
諄,とも
諄,のぶ
諄,まこと
赳,たけ
赳,たけし
迪,すすむ
迪,ただ
迪,ただし
迪,ただす
迪,ひら
迪,ふみ
迪,みち
逞,たくま
逞,とし
逞,ゆき
逞,ゆた
逞,よし
釉,つや
頌,うた
頌,おと
頌,つぐ
頌,のぶ
頌,よむ
驍,いさ
驍,すぐる
驍,たけし
黎,たみ
堯,あき
堯,たか
堯,たかし
堯,のり
槇,こずえ
槇,まき
熙,おき
熙,さと
熙,てる
熙,のり
熙,ひろ
熙,ひろし
熙,ひろむ
熙,よし
俱,とも
俱,ひろ
俠,さとる
俠,たもつ
塡,さだ
塡,ます
塡,みつ
塡,やす
吞,のみ
渚,なぎさ
猪,い
猪,しし
琢,あや
琢,たか
琢,みがく
祐,さち
祐,すけ
祐,たすく
祐,ち
祐,まさ
祐,ます
祐,むら
祐,よし
禎,さだ
禎,さだむ
禎,さち
禎,ただ
禎,ただし
禎,つぐ
禎,とも
禎,よし
繡,ぬい
頓,はや
顚,かみ
繫,つぐ
繫,つな
