漢字,解説・構成
蝼,虫（むしへん）に娄
𧏛,虫（むし）に討
𧏛,虫（むし）に言に寸
螧,虫（むしへん）に耆
螧,虫（むしへん）に老に日
螉,虫（むしへん）に翁
螉,虫（むしへん）に公に羽
螋,虫（むしへん）に叟
螓,虫（むしへん）に秦
螠,虫（むしへん）に益
𧏾,虫（むし）に匿
䗥,虫（むしへん）に從
螾,虫（むしへん）に寅
𧐐,虫（むしへん）に責
蟁,虫（むし）に民に虫
蟁,䖵に民
蟎,虫（むしへん）に㒼
蟵,虫（むしへん）に厨
蟟,虫（むしへん）に尞
𧑉,自に䖵
𧑉,虫（むし）に虫に自
蟣,虫（むしへん）に幾
蟥,虫（むしへん）に黃
蟦,虫（むしへん）に賁
蟪,虫（むしへん）に惠
蟫,虫（むしへん）に覃
蟭,虫（むしへん）に焦
蠃,虫（むし）に𦝠
蠋,虫（むしへん）に蜀
蠓,虫（むしへん）に蒙
蠨,虫（むしへん）に蕭
蠮,虫（むしへん）に翳
蠲,益に蜀
蠼,虫（むしへん）に矍
䘏,血（ち）に阝
衊,血（ち）に蔑
𧘕,衤（ころもへん）に上
𧘔,衤（ころもへん）に下
衩,衤（ころもへん）に叉
𧘱,衤（ころもへん）に比
衯,衤（ころもへん）に分
袼,衤（ころもへん）に各
袽,衤（ころもへん）に如
袽,衤（ころもへん）に女に口
袾,衤（ころもへん）に朱
裀,衤（ころもへん）に朱
𧚓,衤（ころもへん）に帋
𧚓,衤（ころもへん）に氏に巾
裑,衤（ころもへん）に身
裓,衤（ころもへん）に戒
裰,衤（ころもへん）に叕
裱,衤（ころもへん）に表
䙁,衤（ころもへん）に戔
𧜎,ころもへんに挙
褷,衤（ころもへん）に徙
𧜣,衤（ころもへん）に鳥
襂,衤（ころもへん）に參
襅,衤（ころもへん）に畢
襉,衤（ころもへん）に閒
𧝒,衤（ころもへん）に黃
䙥,衤（ころもへん）に零
䙥,衤（ころもへん）に雨に令
襢,衤（ころもへん）に亶
覉,覀（おおいかんむり・かなめのかしら）に䩭
覉,覀（おおいかんむり・かなめのかしら）に革に奇
覐,見（みる）に爻
覟,見（みる）に志
覟,見（みる）に士に心
覰,見（みる）に虘
覰,見（みる）に虍に且
覷,見（みる）に虛
觖,角（つのへん）に夬
觘,角（つのへん）に少
觫,角（つのへん）に束
䚡,角（つのへん）に思
䚡,角（つのへん）に田に心
觱,角（つの）に咸
觽,角（つのへん）に嶲
觿,角（つのへん）に雟
䚯,言（ごんべん）に刂
訑,言（ごんべん）に也
訔,言（げん・ことば）に山
𧦅,ごんべんに区
訡,言（ごんべん）に今
訵,言（ごんべん）に四
訾,言（げん・ことば）に此
詅,言（ごんべん）に令
詍,言（ごんべん）に世
詘,言（ごんべん）に出
誮,言（ごんべん）に花
誐,言（ごんべん）に我
誷,言（ごんべん）に罔
誾,言（ごんべん）に門
諗,言（ごんべん）に念
諗,言（ごんべん）に今に心
諼,言（ごんべん）に爰
𧪄,言（ごんべん）に信
𧪄,言（ごんべん）に亻に言
謊,言（ごんべん）に荒
謅,言（ごんべん）に芻
謍,言（げん・ことば）に𤇾
謜,言（ごんべん）に原
謟,言（ごんべん）に舀
謟,に爫に臼
謭,言（ごんべん）に剪
謭,言（ごんべん）にに刀
譃,言（ごんべん）に虛
䜌,言（げん・ことば）に絲
䜌,糸に言に糸
譑,言（ごんべん）に喬
譑,言（ごんべん）に呑に冋
譞,言（ごんべん）に睘
譶,言（げん・ことば）に誩
譶,言（げん・ことば）に言に言
譿,言（ごんべん）に慧
譿,言（ごんべん）に彗に心
讁,訁（ごんべん）に
讋,言（げん・ことば）に龍
讔,言（ごんべん）に隱
讕,言（ごんべん）に闌
讜,言（ごんべん）に黨
讞,言（ごんべん）に獻
谹,谷（たに・たにへん）に厷
𧮳,谷（たに・たにへん）に甘
谽,谷（たに・たにへん）に含
𧯇,谷（たに・たにへん）に竜
豅,谷（たに・たにへん）に龍
豇,豆（まめ・まめへん）に工
豏,豆（まめ・まめへん）に
豔,豐に盍
豗,豕（ぶた・いのこ・いのこへん）に兀
豩,豕（ぶた・いのこ・いのこへん）に豕
豭,豕（ぶた・いのこ・いのこへん）に叚
豳,豕（ぶた・いのこ・いのこへん）に豕に山
豳,豩に山
𧲸,豸（むじな・むじなへん）に占
貓,むじな・むじなへんに苗
貒,豸（むじな・むじなへん）に耑
貒,豸（むじな・むじなへん）に山に而
貙,豸（むじな・むじなへん）に區
䝤,豸（むじな・むじなへん）に尞
貛,豸（むじな・むじなへん）に雚
貤,貝（かいへん）に也
賖,貝（かいへん）に余
賕,貝（かいへん）に求
賙,貝（かいへん）に周
賰,貝（かいへん）に春
賱,貝（かいへん）に軍
𧸐,貝（かいへん）に貳
贉,貝（かいへん）に覃
贉,貝（かいへん）に襾に早
贎,貝（かいへん）に萬
赬,赤（あか・あかへん）に貞
趄,走（そうにょう）に且
趕,走（そうにょう）に旱
趕,走（そうにょう）に日に干
趦,走（そうにょう）に咨
趦,走（そうにょう）にに口
跆,足（あしへん）に台
跆,足（あしへん）に厶に口
跈,足（あしへん）に㐱
跙,足（あしへん）に且
跬,足（あしへん）に圭
跬,足（あしへん）に土に土
踌,足（あしへん）に寿
䟽,足（あしへん）に㐬
跽,足（あしへん）に忌
跽,足（あしへん）に己に心
踆,足（あしへん）に夋
𨂊,足（あしへん）に周
踔,足（あしへん）に卓
踖,足（あしへん）に昔
踡,足（あしへん）に卷
踢,足（あしへん）に易
踧,足（あしへん）に叔
䠖,足（あしへん）に咨
䠖,足（あしへん）にに口
踶,足（あしへん）に是
踹,足（あしへん）に耑
踹,足（あしへん）に山に而
蹋,足（あしへん）に日に羽
蹔,足（あし）に斬
蹔,足（あし）に車に斤
蹢,足（あしへん）に啇
蹬,足（あしへん）に登
蹭,足（あしへん）に曾
蹯,足（あしへん）に番
躘,足（あしへん）に龍
躞,足（あしへん）に燮
躮,身（み・みへん）に分
躳,み・みへんに呂
躵,身（み・みへん）に
躶,身（み・みへん）に果
躻,身（み・みへん）に空
𨊂,身（み・みへん）に黑
軑,車（くるまへん）に大
軔,車（くるまへん）に
䡎,車（くるまへん）に戸
軹,車（くるまへん）に只
𨋳,車（くるまへん）に因
輀,車（くるまへん）に而
輈,車（くるまへん）に舟
輗,車（くるまへん）に兒
輫,車（くるまへん）に非
轀,車（くるまへん）に𨋳
轊,車（くるまへん）に彗
轘,車（くるまへん）に睘
辤,辛（からい）に受
辴,辰（たつ・しんのたつ）に單
𨑕,しんにょう・しんにゅうに口
迁,しんにょう・しんにゅうに千
迆,しんにょう・しんにゅうに也
﨤,しんにょう・しんにゅうに
迊,しんにょう・しんにゅうに帀
迍,しんにょう・しんにゅうに屯
迓,しんにょう・しんにゅうに
迕,しんにょう・しんにゅうに午
迠,しんにょう・しんにゅうに占
迱,しんにょう・しんにゅうに它
迵,しんにょう・しんにゅうに同
迻,しんにょう・しんにゅうに多
迻,しんにょう・しんにゅうに夕に夕
适,しんにょう・しんにゅうに舌
逌,しんにょう・しんにゅうに卣
逷,しんにょう・しんにゅうに易
逷,しんにょう・しんにゅうに日に勿
𨕫,しんにょう・しんにゅうに神
遃,しんにょう・しんにゅうに彥
遄,しんにょう・しんにゅうに耑
遄,しんにょう・しんにゅうに山に而
遝,しんにょう・しんにゅうに[[]]
𨗈,しんにょう・しんにゅうに景
𨗈,しんにょう・しんにゅうに日に京
邅,しんにょう・しんにゅうに亶
邌,しんにょう・しんにゅうに黎
邐,しんにょう・しんにゅうに麗
邡,おおざとに方
䢵,おおざとに云
邰,おおざとに台
邰,おおざとに厶に口
邶,おおざとに北
郃,おおざとに合
郈,おおざとに后
𨛗,邑に阝
郜,おおざとに吿
郟,おおざとに夾
𨛺,おおざとに其
郶,邑（むら）に咅
郲,おおざとに來
鄀,おおざとに若
郫,おおざとに卑
郾,おおざとに匽
郿,おおざとに眉
鄄,おおざとに垔
鄄,おおざとに西に土
鄆,おおざとに軍
鄘,おおざとに庸
鄜,おおざとに鹿
鄞,おおざとに堇
鄷,おおざとに豊
鄹,おおざとに聚
鄺,おおざとに廣
酆,おおざとに豐
酇,おおざとに贊
酗,酉（とりへん）に凶
酙,酉（とりへん）に斗
酡,酉（とりへん）に它
酤,酉（とりへん）に古
酴,酉（とりへん）に余
酹,酉（とりへん）に寽
醅,酉（とりへん）に咅
醅,酉（とりへん）に立に口
醎,酉（とりへん）に咸
醨,酉（とりへん）に离
醮,酉（とりへん）に隹
醳,酉（とりへん）に睪
醶,酉（とりへん）に僉
釃,酉（とりへん）に麗
釄,酉（とりへん）に靡
釚,金（かねへん）に九
𨥉,金（かねへん）に山
𨥆,金（かねへん）に久
釬,金（かねへん）に干
釮,金（かねへん）に才
鈁,金（かねへん）に方
鈊,金（かねへん）に心
鈖,金（かねへん）に分
鈗,金（かねへん）に允
鈗,金（かねへん）に厶に儿
𨥫,金（かね）に卯
鈳,金（かねへん）に可
鉂,金（かねへん）に史
鉇,金（かねへん）に㐌
鉊,金（かねへん）に召
鉊,金（かねへん）に刀に口
鉎,金（かねへん）に生
鉑,金（かねへん）に白
鉖,金（かねへん）に
鉙,金（かねへん）に只
鉠,金（かねへん）に央
鉡,金（かねへん）に
鉥,金（かねへん）に朮
鉧,金（かねへん）に母
鉨,金（かねへん）に尔
𨦇,金（かねへん）に夾
𨦈,金（かねへん）に曲
鉼,金（かねへん）に并
鉽,金（かねへん）に式
鉿,金（かねへん）に合
銉,金（かねへん）に聿
銍,金（かねへん）に至
銗,金（かねへん）に后
銙,金（かねへん）に夸
銙,金（かねへん）に大に亏
銟,金（かねへん）に山に巾
銧,金（かねへん）に光
銫,金（かねへん）に色
𨦻,金（かねへん）に男
𨦻,金（かねへん）に田に力
銲,金（かねへん）に旱
銿,金（かねへん）に甬
鋀,金（かねへん）に豆
鋆,金（かね）に均
鋎,金（かねへん）に完
鋐,金（かねへん）に宏
鋗,金（かねへん）に肙
鋙,金（かねへん）に吾
鋙,金（かねへん）に五に口
鋥,金（かねへん）に
鋥,金（かねへん）に口に𡈼
鋧,金（かねへん）に見
錑,金（かねへん）に戾
𨨞,かねへんに斧
𨨩,金（かねへん）に忠
𨨩,金（かねへん）に中に心
鋷,金（かねへん）に取
鋷,金（かねへん）に耳に又
鋹,金（かねへん）に長
鋻,金（かね）に臤
錂,金（かねへん）に夌
錍,金（かねへん）に卑
錕,金（かねへん）に昆
錕,金（かねへん）に日に比
錝,金（かねへん）に宗
錞,金（かねへん）に享
錧,金（かねへん）に官
錩,金（かねへん）に昌
錩,金（かねへん）に日に日
𨩱,金（かねへん）に彦
𨩃,金（かねへん）に春
鍇,金（かねへん）に皆
鍇,金（かねへん）に比に白
鍑,金（かねへん）に复
鍗,金（かねへん）に帝
鍚,金（かねへん）に易
鍚,金（かねへん）に日に勿
鍫,金（かね）に秋
鍱,金（かねへん）に枼
鍱,金（かねへん）に世に木
鎡,金（かねへん）に兹
𨪙,金（かねへん）に将
𨫍,金（かねへん）に恵
鎈,金（かねへん）に差
鎋,金（かねへん）に
鎏,金（かね）に流
鎞,金（かねへん）に𣬉
鏵,金（かねへん）に華
𨫤,金（かねへん）に
鏱,金（かねへん）に章
鏱,金（かねへん）に立に早
鏁,かねへんに巢
鏇,金（かねへん）に旋
鏜,金（かねへん）に堂
鏢,金（かねへん）に票
鏢,金（かねへん）に覀に示
鏧,金（かね）に殸
鏧,金（かね）に声に殳
鐉,金（かねへん）に巽
鐏,金（かねへん）に
鐖,金（かねへん）に幾
鐗,金（かねへん）に閒
鏻,金（かねへん）に粦
鏻,※当サイトでは総画数を21画としていますが、ブラウザなど環境によって表示が異なる可能性があり「㐄」を3画とした場合、総画数は20画となります。
鐲,金（かねへん）に蜀
鐴,金（かねへん）に辟
鐻,金（かねへん）に豦
鑅,金（かねへん）に榮
𨯁,金（かねへん）に樋
𨯯,金（かねへん）に遺
鑭,金（かねへん）に闌
鑯,金（かねへん）に韱
镹,長（ながい）に久
閆,門（もんがまえ・かどがまえ）に三
閌,門（もんがまえ・かどがまえ）に亢
閍,門（もんがまえ・かどがまえ）に方
𨴐,門（もんがまえ・かどがまえ）に先
閫,門（もんがまえ・かどがまえ）に困
閴,門（もんがまえ・かどがまえ）に貝
𨵱,門（もんがまえ・かどがまえ）に屋
闈,門（もんがまえ・かどがまえ）に韋
𨷻,門（もんがまえ・かどがまえ）に䜌
𨸟,こざと・こざとへんに区
阬,こざと・こざとへんに亢
阳,こざとへんに日
阴,こざとへんに月
𨸶,こざと・こざとへんに
阼,こざと・こざとへんに乍
陁,こざと・こざとへんに㐌
陡,こざと・こざとへんに走
𨺉,こざと・こざとへんに
𨻫,こざとへんに竜
