漢字,解説・構成
礑,石（いしへん）に當
礙,石（いしへん）に疑
礬,石（いし）に樊
礬,石（いし）に棥に大
礫,石（いしへん）に樂
祀,しめすへんに巳
祠,しめすへんに司
祗,しめすへんに氐
祟,示（しめす）に出
祚,しめすへんに乍
祕,しめすへんに必
祓,しめすへんに犮
祺,しめすへんに其
祿,しめすへんに彔
祿,しめすへんに彑に氺
禝,しめすへんに畟
禧,しめすへんに喜
禪,しめすへんに單
禮,しめすへんに豊
禳,しめすへんに襄
秕,禾（のぎへん）に比
秧,禾（のぎへん）に央
秬,禾（のぎへん）に巨
秡,禾（のぎへん）に犮
秣,禾（のぎへん）に末
稈,禾（のぎへん）に旱
稍,禾（のぎへん）に
稘,禾（のぎへん）に其
稙,禾（のぎへん）に直
稠,禾（のぎへん）に周
稟,禾（のぎ）に㐭
禀,示（しめす）に㐭
稱,禾（のぎへん）に爯
稻,禾（のぎへん）に舀
稻,禾（のぎへん）に爫に＜臼
稾,禾（のぎ）に高
稷,禾（のぎへん）に畟
穃,禾（のぎへん）に容
穗,禾（のぎへん）に惠
穉,禾（のぎへん）に犀
穡,禾（のぎへん）に嗇
穢,禾（のぎへん）に歳
穩,禾（のぎへん）に㥯
龝,禾（のぎへん）に龜
穰,禾（のぎへん）に襄
穹,あなかんむりに弓
穹,2009年4月30日に人名用漢字に追加されました。
穽,穴（あなかんむり）に井
窈,穴（あなかんむり）に幼
窗,あなかんむりに囱
窕,穴（あなかんむり）に兆
窘,穴（あなかんむり）に君
窖,穴（あなかんむり）に吿
窩,穴（あなかんむり）に咼
竈,穴（あなかんむり）に土に黽
窰,あなかんむりに䍃
窶,穴（あなかんむり）に婁
竅,穴（あなかんむり）に敫
竄,穴（あなかんむり）に鼠
窿,穴（あなかんむり）に隆
竇,穴（あなかんむり）に𧶠
竍,立（たつへん）に十
竏,立（たつへん）に千
竕,立（たつへん）に分
竓,立（たつへん）に毛
站,立（たつへん）に占
竚,立（たつへん）に宁
竝,たつへんに立
竡,立（たつへん）に百
竢,立（たつへん）に矣
竢,立（たつへん）に厶に矢
竦,立（たつへん）に束
竭,立（たつへん）に曷
竰,立（たつへん）に厘
笂,竹（たけかんむり）に丸
笏,竹（たけかんむり）に勿
笊,竹（たけかんむり）に爪
笆,竹（たけかんむり）に巴
笳,竹（たけかんむり）に加
笘,竹（たけかんむり）に占
笙,たけかんむりに生
笞,竹（たけかんむり）に台
笞,竹（たけかんむり）に厶に口
笵,竹（たけかんむり）に氾
笵,竹（たけかんむり）に氵に㔾
笨,竹（たけかんむり）に本
笶,竹（たけかんむり）に矢
筐,竹（たけかんむり）に匡
筺,竹（たけかんむり）に匤
笄,竹（たけかんむり）に开
筍,竹（たけかんむり）に旬
笋,竹（たけかんむり）に尹
筌,竹（たけかんむり）に
筅,竹（たけかんむり）に先
筵,竹（たけかんむり）に延
筥,竹（たけかんむり）に呂
筴,竹（たけかんむり）に夾
筧,竹（たけかんむり）に見
筰,竹（たけかんむり）に作
筱,たけかんむりに攸
筬,竹（たけかんむり）に成
筮,竹（たけかんむり）に巫
箝,竹（たけかんむり）に拑
箝,竹（たけかんむり）に扌に甘
箘,竹（たけかんむり）に囷
箟,竹（たけかんむり）に昆
箍,竹（たけかんむり）に扌に匝
箜,竹（たけかんむり）に空
箚,竹（たけかんむり）に㓣
箋,たけかんむりに戔
箋,2010年11月30日に常用漢字に追加されました。
箒,竹（たけかんむり）に帚
箏,竹（たけかんむり）に爭
筝,竹（たけかんむり）に争
箙,竹（たけかんむり）に服
篋,竹（たけかんむり）に匧
篁,竹（たけかんむり）に皇
篁,竹（たけかんむり）に白に王
篌,竹（たけかんむり）に候
篏,竹（たけかんむり）に𣢟
篏,竹（たけかんむり）に甘に欠
箴,竹（たけかんむり）に咸
篆,竹（たけかんむり）に彖
篝,竹（たけかんむり）に冓
篝,竹（たけかんむり）に𠀎に冉
篩,竹（たけかんむり）に師
簑,たけかんむりに衰
篦,竹（たけかんむり）に𣬉
篦,竹（たけかんむり）に囟に比
篥,竹（たけかんむり）に栗
篥,竹（たけかんむり）に覀に木
籠,たけかんむりに龍
籠,「ロウ」は高校で習う読み方です。
籠,2010年11月30日に常用漢字に追加されました。
簀,竹（たけかんむり）に責
簇,竹（たけかんむり）に族
簓,竹（たけかんむり）に彫
篳,竹（たけかんむり）に畢
篷,竹（たけかんむり）に逢
簗,竹（たけかんむり）に梁
簍,竹（たけかんむり）に婁
篶,竹（たけかんむり）に焉
簣,竹（たけかんむり）に貴
簧,竹（たけかんむり）に黃
簪,竹（たけかんむり）に朁
簟,竹（たけかんむり）に覀に早
簷,竹（たけかんむり）に詹
簫,竹（たけかんむり）に肅
簽,竹（たけかんむり）に僉
籌,竹（たけかんむり）に壽
籃,竹（たけかんむり）に藍
籔,竹（たけかんむり）に數
籏,竹（たけかんむり）に旗
籀,竹（たけかんむり）に㨨
籀,竹（たけかんむり）に扌に留
籐,竹（たけかんむり）に滕
籘,竹（たけかんむり）に縢
籟,竹（たけかんむり）に賴
籤,竹（たけかんむり）に韱
籖,竹（たけかんむり）に韯
籥,竹（たけかんむり）に龠
籬,竹（たけかんむり）に離
籬,竹（たけかんむり）に离に隹
籵,米（こめへん）に十
粃,米（こめへん）に比
粐,米（こめへん）に戸
粭,米（こめへん）に合
粢,米（こめ）に
粫,米（こめへん）に而
粡,米（こめへん）に同
粨,米（こめへん）に百
粳,米（こめへん）に更
粲,米（こめ）に𣦼
粲,米（こめ）に歺に又
粱,米（こめ）に氵に刅
粮,こめへんに良
粹,こめへんに卒
粽,米（こめへん）に宗
糀,米（こめへん）に花
糅,米（こめへん）に柔
糂,米（こめへん）に甚
糘,米（こめへん）に家
糜,米（こめ）に
糢,米（こめへん）に莫
鬻,鬲（れき・かなえ・れきのかなえ）に粥
糯,米（こめへん）に需
糲,米（こめへん）に厲
糴,米（こめ）に入に翟
糴,籴に翟
糶,米（こめ）に出に翟
糶,籴に翟
糺,糸（いとへん）に乚
紆,糸（いとへん）に于
紂,糸（いとへん）に寸
紜,糸（いとへん）に云
紕,糸（いとへん）に比
紊,糸（いと）に文
絅,糸（いとへん）に冋
絋,糸（いとへん）に広
紮,糸（いと）に札
紲,糸（いとへん）に世
紿,糸（いとへん）に台
紿,糸（いとへん）に厶に口
紵,糸（いとへん）に宁
紵,糸（いとへん）に宀に丁
絆,糸（いとへん）に
絆,2011年の「今年の漢字」
絳,糸（いとへん）に夅
絳,糸（いとへん）に夂に㐄
絖,糸（いとへん）に光
絎,糸（いとへん）に行
絲,糸（いとへん）に糸
絨,糸（いとへん）に戎
絮,糸（いと）に如
絮,糸（いと）に女に口
絏,糸（いとへん）に曳
絣,糸（いとへん）に并
經,糸（いとへん）に巠
綉,糸（いとへん）に秀
絛,糸（いと）に攸
綏,糸（いとへん）に
綏,糸（いとへん）に爫に女
絽,糸（いとへん）に呂
綛,糸（いとへん）に忍
綺,糸（いとへん）に奇
綮,糸（いと）に戸に攵
綣,糸（いとへん）に卷
綵,糸（いとへん）に
綵,糸（いとへん）に爫に木
緇,糸（いとへん）に甾
緇,糸（いとへん）に巛に田
綽,糸（いとへん）に卓
綫,糸（いとへん）に戔
總,糸（いとへん）に悤
總,糸（いとへん）に囱に心
綢,糸（いとへん）に周
綯,糸（いとへん）に匋
緜,帛に系
綸,糸（いとへん）に侖
綟,糸（いとへん）に戾
綰,糸（いとへん）に戾
緘,糸（いとへん）に咸
緝,糸（いとへん）に咠
緝,糸（いとへん）に口に耳
緤,糸（いとへん）に枼
緤,糸（いとへん）に世に木
緞,糸（いとへん）に段
緻,糸（いとへん）に致
緻,2010年11月30日に常用漢字に追加されました。
緲,糸（いとへん）に眇
緲,糸（いとへん）に目に少
緡,糸（いとへん）に昬
緡,糸（いとへん）に民に日
縅,糸（いとへん）に威
縊,糸（いとへん）に益
縣,県に系
縡,糸（いとへん）に宰
縒,糸（いとへん）に差
縱,糸（いとへん）に從
縟,糸（いとへん）に辱
縟,糸（いとへん）に辰に寸
縉,糸（いとへん）に晉
縋,糸（いとへん）に
繆,糸（いとへん）に翏
繆,糸（いとへん）に羽に㐱
繦,糸（いとへん）に強
縻,糸（いと）に
縵,糸（いとへん）に曼
縹,糸（いとへん）に票
繃,糸（いとへん）に崩
繃,糸（いとへん）に山に朋
縷,糸（いとへん）に婁
縲,糸（いとへん）に累
縺,糸（いとへん）に
繧,糸（いとへん）に雲
繝,糸（いとへん）に閒
繖,糸（いとへん）に散
繞,糸（いとへん）に堯
繞,糸（いとへん）に垚に兀
繙,糸（いとへん）に番
繚,糸（いとへん）に尞
繹,糸（いとへん）に睪
繪,糸（いとへん）に會
繩,糸（いとへん）に黽
繼,糸（いとへん）に㡭
繻,糸（いとへん）に需
纃,糸（いとへん）に齊
緕,糸（いとへん）に斉
繽,糸（いとへん）に賓
辮,糸（いと）に辡
繿,糸（いとへん）に監
纈,糸（いとへん）に頡
纈,糸（いとへん）に吉に頁
纉,糸（いとへん）に賛
續,糸（いとへん）に𧶠
纐,糸（いとへん）に頝
纓,糸（いとへん）に嬰
纓,糸（いとへん）に賏に女
纔,糸（いとへん）に毚
纖,糸（いとへん）に韱
纎,糸（いとへん）に韯
纛,毒に縣
纛,毒に県に系
纜,糸（いとへん）に覽
缸,缶（ほとぎ・ほとぎへん・みずがめ）に工
缺,缶（ほとぎ・ほとぎへん・みずがめ）に夬
罅,缶（ほとぎ・ほとぎへん・みずがめ）に虖
罌,缶（ほとぎ・ほとぎへん・みずがめ）に賏
罌,缶（ほとぎ・ほとぎへん・みずがめ）に貝に貝
罍,缶（ほとぎ・ほとぎへん・みずがめ）に畾
罎,缶（ほとぎ・ほとぎへん・みずがめ）に曇
罎,缶（ほとぎ・ほとぎへん・みずがめ）に日に雲
罐,缶（ほとぎ・ほとぎへん・みずがめ）に雚
罘,あみめ・あみがしら・よんがしらに不
罟,あみめ・あみがしら・よんがしらに古
罠,あみめ・あみがしら・よんがしらに民
罨,あみめ・あみがしら・よんがしらに奄
罩,あみめ・あみがしら・よんがしらに卓
罧,あみめ・あみがしら・よんがしらに林
罸,あみめ・あみがしら・よんがしらに討
罸,あみめ・あみがしら・よんがしらに言に刂
羂,あみめ・あみがしら・よんがしらに絹
羂,あみめ・あみがしら・よんがしらに糸に肙
羆,あみめ・あみがしら・よんがしらに熊
羆,あみめ・あみがしら・よんがしらに能に灬
羃,あみめ・あみがしら・よんがしらに幕
羈,あみめ・あみがしら・よんがしらに䩻
羈,あみめ・あみがしら・よんがしらに革に馬
羇,あみめ・あみがしら・よんがしらに䩭
羇,あみめ・あみがしら・よんがしらに革に奇
羌,𦍌に儿
羔,𦍌に灬
羝,羊（ひつじへん）に氐
羚,羊（ひつじへん）に令
羣,羊（ひつじ）に君
羯,羊（ひつじへん）に曷
羹,羔に美
羹,𦍌に灬に美
羶,羊（ひつじへん）に亶
羶,羊（ひつじへん）に㐭に旦
譱,言（げん・ことば）に羊に言
譱,羊に誩
翅,支に羽
翆,羽（はね）に卆
翊,立に羽
翕,合に羽
翡,非に羽
翦,に羽
翩,扁に羽
翳,殹に羽
翳,医に殳に羽
翹,堯に羽
翹,垚に兀に羽
飜,飛（とぶ）に番
耆,老（おい）に日
耄,老（おい）に毛
耋,老（おい）に至
耘,耒（すきへん・らいすき）に云
耙,耒（すきへん・らいすき）に巴
耜,耒（すきへん・らいすき）に㠯
耡,耒（すきへん・らいすき）に助
耡,耒（すきへん・らいすき）に且に力
耨,耒（すきへん・らいすき）に辱
耨,耒（すきへん・らいすき）に辰に寸
耿,耳（みみへん）に火
耻,耳（みみへん）に止
聊,耳（みみへん）に卯
聆,耳（みみへん）に令
聒,耳（みみへん）に舌
聘,耳（みみへん）に甹
聚,取に乑
聚,耳（みみ）に又に乑
聟,耳（みみ）に知
聢,耳（みみへん）に定
聨,耳（みみへん）に絲に廾
聳,耳（みみ）に從
聲,耳（みみ）に殸
聲,耳（みみ）に声に殳
聰,耳（みみへん）に悤
聰,耳（みみへん）に囱に心
聶,耳（みみ）に耳に耳
聶,耳（みみ）に聑
聹,耳（みみへん）に寧
肄,聿（ふでづくり）に𠤕
肄,聿（ふでづくり）に匕に矢
肆,聿（ふでづくり）に镸
肛,月（にくづき）に工
肓,亡に月
肚,月（にくづき）に土
肭,月（にくづき）に內
肬,月（にくづき）に尤
胛,月（にくづき）に甲
胥,疋に月
胙,月（にくづき）に乍
胝,月（にくづき）に氐
胄,由に月
胚,月（にくづきに丕
胖,月（にくづき）に
脉,にくづきに永
胯,月（にくづき）に夸
胱,月（にくづき）に光
脛,月（にくづき）に巠
脩,攸に月
脣,辰に月
脯,月（にくづき）に甫
腋,月（にくづき）に夜
隋,こざとへんに左に月
腆,月（にくづき）に典
脾,月（にくづき）に卑
腓,月（にくづき）に非
腑,月（にくづき）に府
胼,月（にくづき）に并
腱,月（にくづき）に建
腮,月（にくづき）に思
腥,月（にくづき）に星
腦,にくづきに𡿺
腦,にくづきに巛に囟
腴,月（にくづき）に臾
膃,月（にくづき）に𥁕
膃,月（にくづき）に囚に皿
膈,月（にくづき）に鬲
膊,月（にくづき）に尃
膀,月（にくづき）に旁
膂,旅に月
膠,月（にくづき）に翏
膠,月（にくづき）に羽に㐱
膕,月（にくづき）に國
膤,月（にくづき）に
膣,月（にくづき）に窒
腟,月（にくづき）に室
膩,月（にくづき）に貳
膰,月（にくづき）に番
膵,月（にくづき）に萃
膾,月（にくづき）に會
膸,にくづきに遀
膸,にくづきに左に月
膽,にくづきに詹
臀,殿に月
臂,辟に月
膺,䧹に月
臉,月（にくづき）に僉
臍,月（にくづき）に齊
臑,月（にくづき）に需
臙,月（にくづき）に燕
臘,月（にくづき）に巤
臈,月（にくづき）に葛
臚,月（にくづき）に盧
臟,にくづきに藏
臠,肉（にく）に䜌
臻,至（いたるへん）に秦
臾,臼（うす）に人
舁,臼（うす）に廾
舂,臼（うす）に𡗗
舅,臼（うす）に男
舊,臼（うす）に雈
舊,臼（うす）に艹に隹
舐,舌（した・したへん）に氏
舩,ふねへんに公
舫,舟（ふねへん）に方
舸,舟（ふねへん）に可
舳,舟（ふねへん）に由
艀,舟（ふねへん）に孚
艙,舟（ふねへん）に倉
艘,舟（ふねへん）に叟
艘,舟（ふねへん）に𦥔に又
艝,舟（ふねへん）に
艚,舟（ふねへん）に曹
艟,舟（ふねへん）に童
艟,舟（ふねへん）に立に里
艤,舟（ふねへん）に義
艤,舟（ふねへん）に𦍌に我
艢,舟（ふねへん）に嗇
艨,舟（ふねへん）に蒙
艪,舟（ふねへん）に魯
艪,舟（ふねへん）に魚に日
艫,舟（ふねへん）に盧
舮,舟（ふねへん）に戸
艷,色（いろ）に豐
艸,屮に屮
艾,くさかんむりに乂
芍,くさかんむりに勺
芒,くさかんむりに亡
芫,くさかんむりに元
芟,くさかんむりに殳
芟,くさかんむりに几に又
芬,くさかんむりに分
苡,くさかんむりに以
苣,くさかんむりに巨
苟,くさかんむりに句
苒,くさかんむりに冉
苴,くさかんむりに且
苳,艹（くさかんむり）に
苺,くさかんむりに母
莓,くさかんむりに每
范,くさかんむりに氾
苻,くさかんむりに付
苹,艹（くさかんむり）に
苞,艹（くさかんむり）に
茆,くさかんむりに卯
苜,くさかんむりに目
茉,くさかんむりに末
苙,くさかんむりに立
茵,くさかんむりに因
茴,くさかんむりに回
茖,くさかんむりに各
茲,くさかんむりに𢆶
茲,くさかんむりに幺に幺
茱,くさかんむりに朱
荀,くさかんむりに旬
茹,くさかんむりに如
茹,くさかんむりに女に口
荐,くさかんむりに存
荅,くさかんむりに合
茯,くさかんむりに伏
茫,くさかんむりに汒
茫,くさかんむりに氵に亡
茗,くさかんむりに名
茗,くさかんむりに夕に口
莅,くさかんむりに位
莅,くさかんむりに亻に立
莚,くさかんむりに延
莪,くさかんむりに我
莟,くさかんむりに含
莢,くさかんむりに夾
莖,くさかんむりに巠
茣,くさかんむりに吳
莎,くさかんむりに沙
莎,くさかんむりに氵に少
莇,くさかんむりに助
莊,くさかんむりに壯
荼,くさかんむりに余
荳,くさかんむりに豆
荵,くさかんむりに忍
荵,くさかんむりに刃に心
莠,くさかんむりに秀
莠,くさかんむりに禾に乃
莉,くさかんむりに利
莨,くさかんむりに良
菴,くさかんむりに奄
萓,くさかんむりに宜
菎,くさかんむりに昆
菎,くさかんむりに日に比
菽,くさかんむりに叔
萃,くさかんむりに卒
菘,くさかんむりに松
萋,くさかんむりに妻
菁,くさかんむりに靑
菷,くさかんむりに帚
萇,くさかんむりに長
菠,くさかんむりに波
菠,くさかんむりに氵に皮
菲,くさかんむりに非
萍,くさかんむりに泙
萢,くさかんむりに泡
萢,くさかんむりに氵に包
莽,くさかんむりに㚏
莽,くさかんむりに大に廾
萸,くさかんむりに臾
蔆,くさかんむりに淩
菻,くさかんむりに林
葭,くさかんむりに叚
萪,くさかんむりに科
萼,くさかんむりに咢
蒄,くさかんむりに冠
葷,くさかんむりに軍
葫,くさかんむりに胡
葫,くさかんむりに古に月
蒭,くさかんむりに芻
葮,くさかんむりに段
蒂,くさかんむりに帯
葩,くさかんむりに皅
葩,くさかんむりに白に巴
葆,くさかんむりに保
葆,くさかんむりに亻に呆
萬,くさかんむりに禺
葯,くさかんむりに約
葹,くさかんむりに施
葹,方に漢字に㐌
萵,くさかんむりに咼
蓊,艹（くさかんむり）に
蓊,艹（くさかんむり）に公に羽
葢,くさかんむりに盇
葢,くさかんむりに太に皿
蒹,艹（くさかんむり）に
蒿,くさかんむりに高
蒟,くさかんむりに竘
蒟,くさかんむりに立に句
蓙,くさかんむりに座
蓍,くさかんむりに耆
蓍,くさかんむりに老に日
蒻,艹（くさかんむり）に
蓚,くさかんむりに修
蓐,くさかんむりに辱
蓐,くさかんむりに辰に寸
蓁,くさかんむりに秦
蓆,くさかんむりに席
蓖,くさかんむりに𣬉
蓖,くさかんむりに囟に比
蒡,くさかんむりに旁
蔡,くさかんむりに祭
蓿,くさかんむりに宿
蓴,艹（くさかんむり）に
蔗,くさかんむりに庶
蔘,くさかんむりに參
蔬,くさかんむりに疏
蔟,くさかんむりに族
蔕,くさかんむりに帶
蔔,くさかんむりに匐
蓼,くさかんむりに翏
蓼,くさかんむりに羽に㐱
蕀,くさかんむりに棘
蕀,くさかんむりに朿に朿
蕣,くさかんむりに舜
蕘,くさかんむりに堯
蕈,くさかんむりに覀に早
蘂,くさかんむりに惢に木
蘂,蕊に木
蕋,くさかんむりに歮
蕕,艹（くさかんむり）に
薀,くさかんむりに溫
薤,くさかんむりに歹に韭
薈,くさかんむりに會
薑,くさかんむりに畺
薊,くさかんむりに魝
薊,くさかんむりに魚に刂
蕭,くさかんむりに肅
薔,くさかんむりに嗇
薛,くさかんむりに𠂤に辛
藪,くさかんむりに數
薜,くさかんむりに辟
蕷,くさかんむりに預
蕷,くさかんむりに予に頁
蕾,くさかんむりに雷
薐,くさかんむりに稜
藉,くさかんむりに耤
薺,くさかんむりに齊
藏,くさかんむりに臧
薹,くさかんむりに臺
藐,くさかんむりに貌
藐,くさかんむりに豸に皃
藕,くさかんむりに耦
藕,くさかんむりに耒に禺
藝,くさかんむりに㙯
藝,くさかんむりに埶に云
藥,くさかんむりに樂
藜,くさかんむりに黎
藹,くさかんむりに謁
藹,くさかんむりに言に曷
蘊,くさかんむりに縕
蘊,くさかんむりに糸に𥁕
蘓,くさかんむりに禾に魚
蘋,くさかんむりに頻
藾,くさかんむりに賴
藺,くさかんむりに閵
蘆,くさかんむりに盧
蘢,くさかんむりに龍
蘚,くさかんむりに鮮
蘚,くさかんむりに魚に羊
蘰,くさかんむりに縵
蘰,くさかんむりに糸に曼
蘿,くさかんむりに羅
蘿,くさかんむりに罒に維
虔,虍（とらがしら・とらかんむり・とら）に文
號,号に虎
虧,虍（とらがしら・とらかんむり・とら）に隹に亐
虧,雐に亐
虱,⺄に䖝
蚓,虫（むしへん）に引
蚓,虫（むしへん）に弓に丨
蚣,虫（むしへん）に公
蚪,虫（むしへん）に斗
蚋,虫（むしへん）に內
蚌,虫（むしへん）に丰
蚶,虫（むしへん）に甘
蚯,虫（むしへん）に丘
蛄,虫（むしへん）に古
蛆,虫（むしへん）に且
蚰,虫（むしへん）に由
蛉,虫（むしへん）に令
蠣,虫（むしへん）に厲
蚫,虫（むしへん）に
蛔,虫（むしへんに回
蛞,虫（むしへん）に舌
蛩,虫（むし）に工に凡
蛬,虫（むし）に共
蛟,虫（むしへん）に交
蛛,虫（むしへん）に朱
蛯,虫（むしへん）に老
蜒,虫（むしへん）に延
蜆,虫（むしへん）に見
蜈,虫（むしへん）に吳
蜀,虫（むし）に罒に勹
蜃,虫（むし）に辰
蛻,虫（むしへん）に兌
蜑,虫（むし）に延
蜉,虫（むしへん）に孚
蜍,虫（むしへん）に余
蛹,虫（むしへん）に甬
蜊,虫（むしへん）に利
蜴,虫（むしへん）に易
蜴,虫（むしへん）に日に勿
蜿,虫（むしへん）に宛
蜷,虫（むしへん）に卷
蜻,虫（むしへん）に靑
蜥,虫（むしへん）に析
蜩,虫（むしへん）に周
蜚,虫（むし）に非
蝠,虫（むしへん）に畐
蝟,虫（むしへん）に胃
蝸,虫（むしへん）に咼
蝌,虫（むしへん）に科
蝎,虫（むしへん）に曷
蝴,虫（むしへん）に胡
蝗,虫（むしへん）に皇
蝗,虫（むしへん）に白に王
蝨,虫（むし）に虫に卂
蝨,卂に䖵
蝮,虫（むしへん）に复
蝓,虫（むしへん）に兪
蝣,虫（むしへん）に斿
蝪,虫（むしへん）に昜
蠅,虫（むしへん）に黽
螢,虫（むし）に𤇾
螟,虫（むしへん）に冥
螂,虫（むしへん）に郞
螯,虫（むし）に敖
蟋,虫（むしへん）に悉
螽,虫（むし）に虫に冬
螽,䖵に冬
蟀,虫（むしへん）に
蟐,虫（むしへん）に常
雖,隹（ふるとり）に虽
雖,隹（ふるとり）に口に虫
螫,虫（むし）に赦
蟄,虫（むし）に執
螳,虫（むしへん）に堂
蟇,虫（むし）に莫
蟆,虫（むしへん）に莫
螻,虫（むしへん）に婁
蟯,虫（むしへん）に堯
蟲,虫（むし）に虫虫
蟲,虫（むし）に䖵
蟠,虫（むしへん）に番
蠏,虫（むしへん）に解
蠍,虫（むしへん）に歇
蠍,虫（むしへん）に曷に欠
蟾,虫（むしへん）に詹
蟶,虫（むしへん）に
蟷,虫（むしへん）に當
蠎,虫（むしへん）に莾
蟒,虫（むしへん）に莽
蠑,虫（むしへん）に榮
蠖,虫（むしへん）に蒦
蠕,虫（むしへん）に需
蠢,虫（むし）に虫に春
蠢,䖵に春
蠡,虫（むし）に虫に彖
蠡,䖵に彖
蠱,虫（むし）に䖵に皿
蠱,蟲に皿
蠶,朁に䖵
蠻,虫（むし）に䜌
衄,血（ち）に丑
衂,血（ち）に刄
衒,行（ぎょうがまえ・ゆきがまえ）に玄
衒,彳に玄に亍
衙,行（ぎょうがまえ・ゆきがまえ）に吾
衙,彳に吾に亍
衢,行（ぎょうがまえ・ゆきがまえ）に瞿
衢,彳に瞿に亍
衫,ころもへんに彡
衾,衣（ころも）に今
衵,ころもへんに日
衽,ころもへんに壬
袵,ころもへんに任
衲,ころもへんに內
袂,ころもへんに夬
袗,ころもへんに㐱
袒,ころもへんに旦
袮,ころもへんに尓
袙,ころもへんに白
袢,衤（ころもへん）に
袍,衤（ころもへん）に
袰,衣（ころも）に母
袿,ころもへんに圭
袱,ころもへんに伏
袱,ころもへんに亻に犬
裃,ころもへんに𠧗
裃,ころもへんに上に下
裄,ころもへんに行
裔,衣（ころも）に冏
裘,衣（ころも）に求
裙,ころもへんに君
裝,衣（ころも）に壯
褂,ころもへんに卦
褂,ころもへんに圭に卜
裼,ころもへんに易
裼,ころもへんに日に勿
裴,衣（ころも）に非
裨,ころもへんに卑
裲,ころもへんに兩
褄,ころもへんに妻
褌,ころもへんに軍
褊,ころもへんに扁
褓,ころもへんに保
褓,ころもへんに亻に呆
褞,ころもへんに𥁕
褥,ころもへんに辱
褪,衤（ころもへん）に
褫,ころもへんに虒
襁,ころもへんに強
褶,衤（ころもへん）に
褸,ころもへんに婁
襌,ころもへんに單
褝,ころもへんに単
襠,ころもへんに當
襞,ころもへんに辟
襦,ころもへんに需
襦,ころもへんに雨に而
襤,ころもへんに監
襭,ころもへんに頡
襭,ころもへんに吉に頁
襪,ころもへんに蔑
襯,ころもへんに親
襴,ころもへんに闌
襷,ころもへんに擧
覃,襾（おおいかんむり・かなめのかしら）に早
覈,襾（おおいかんむり・かなめのかしら）に敫
覊,襾（おおいかんむり・かなめのかしら）に䩻
覊,襾（おおいかんむり・かなめのかしら）に革に馬
覓,見（みる）に爫
覘,見（みる）に占
覡,見（みる）に巫
覩,見（みる）に者
覦,見（みる）に兪
覬,見（みる）に豈
覯,見（みる）に冓
覯,見（みる）に𠀎に冉
覲,見（みる）に堇
覺,見（みる）に𦥯
覿,見（みる）に𧶠
觀,見に雚
觚,角（つのへん）に瓜
觜,角（かく・つの）に此
觝,角（つのへん）に氐
觧,つのへんに羊
觸,つのへんに蜀
訃,言（ごんべん）に卜
訃,2010年11月30日に常用漢字に追加されました。
訖,ごんべんに乞
訐,ごんべんに干
訌,ごんべんに工
訛,ごんべんに化
訛,ごんべんに亻に匕
訝,ごんべんに牙
訥,ごんべんに內
訶,ごんべんに可
詁,ごんべんに古
詛,ごんべんに且
詒,ごんべんに台
詒,ごんべんに厶に口
詆,ごんべんに氐
詈,言（げん・ことば）に罒
詼,言（ごんべん）に
詭,ごんべんに危
詬,ごんべんに后
詢,言（ごんべん）に旬
誅,ごんべんに朱
誂,ごんべんに兆
誄,ごんべんに耒
誨,ごんべんに每
誡,ごんべんに戒
誑,ごんべんに狂
誥,言（ごんべん）に吿
誦,ごんべんに甬
誚,言（ごんべん）に
誣,ごんべんに巫
諄,言（ごんべん）に享
諍,ごんべんに爭
諂,ごんべんに臽
諚,ごんべんに定
諫,言（ごんべん）に柬
諳,ごんべんに音
諧,言（ごんべん）に皆
諧,2010年11月30日に常用漢字に追加されました。
諤,ごんべんに咢
諱,ごんべんに韋
謔,ごんべんに虐
諠,ごんべんに宣
諢,ごんべんに軍
諷,ごんべんに風
諛,ごんべんに臾
謌,言（ごんべん）に哥
謚,ごんべんに益
諡,ごんべんに㿽
諡,ごんべんに兮に皿
謖,ごんべんに畟
謐,ごんべんに𥁑
謐,ごんべんに必に皿
謗,ごんべんに旁
謠,言（ごんべん）に䍃
謳,ごんべんに區
鞫,革（かわへん）に訇
謦,言（げん・ことば）に殸
謦,言（げん・ことば）に声に殳
謫,ごんべんに啇
謾,ごんべんに曼
謨,ごんべんに莫
譁,ごんべんに華
譏,ごんべんに幾
譎,ごんべんに矞
譎,ごんべんに矛に冏
證,言（ごんべん）に登
譖,ごんべんに㬱
譛,ごんべんに替
譚,ごんべんに覀に早
譫,ごんべんに詹
譟,ごんべんに喿
譬,言（げん・ことば）に辟
譯,言（ごんべん）に睪
譴,訁（ごんべん）に
譽,言（げん・ことば）に與
讀,言（ごんべん）に𧶠
讌,ごんべんに燕
讎,言（げん・ことば）に雔
讎,言（げん・ことば）に隹に隹
讒,ごんべんに毚
讓,言（ごんべん）に襄
讖,ごんべんに韱
讙,ごんべんに雚
讚,言（ごんべん）に贊
谺,谷（たに・たにへん）に
豁,谷（たに・たにへん）に
谿,谷（たに）に奚
豈,豆（まめ）に山
豌,豆（まめ・まめへん）に宛
豎,豆（まめ）に臤
豢,豕（ぶた・いのこ）に𠔉
豬,豕（ぶた・いのこ・いのこへん）に者
豺,豸（むじな・むじなへん）に才
貂,豸（むじな・むじなへん）に召
貉,豸（むじな・むじなへん）に各
貅,豸（むじな・むじなへん）に休
貅,豸（むじな・むじなへん）に亻に木
貊,豸（むじな・むじなへん）に百
貍,豸（むじな・むじなへん）に里
貎,豸（むじな・むじなへん）に兒
